HS,AS,HST,AST,HC,AC,HF,AF,B365H,B365D,B365A,tend_ptsH,tend_ptsA,tend_goalsH,tend_goalsA,tend_HS,tend_AS,tend_HST,tend_AST,tend_HC,tend_AC,tend_HF,tend_AF,res,dif_puntos,dif_goles,dif_shots,dif_targets,dif_corners
5,25,0,8,2,7,8,4,6.0,3.89,1.66,9.0,6.0,13.0,8.0,50.0,56.0,26.0,25.0,11.0,17.0,22.0,33.0,0,-3.0,-5.0,6.0,-1.0,6.0
11,14,4,9,7,8,9,11,2.54,3.6,2.79,6.0,4.0,5.0,4.0,45.0,43.0,16.0,14.0,15.0,21.0,25.0,39.0,0,-2.0,-1.0,-2.0,-2.0,6.0
12,8,7,3,6,3,12,12,1.72,3.75,5.5,2.0,4.0,3.0,4.0,30.0,47.0,10.0,20.0,16.0,21.0,34.0,25.0,-1,2.0,1.0,17.0,10.0,5.0
6,21,2,7,2,3,5,10,6.5,4.5,1.53,3.0,1.0,2.0,3.0,13.0,18.0,5.0,7.0,9.0,5.0,34.0,24.0,1,-2.0,1.0,5.0,2.0,-4.0
12,8,5,3,6,3,14,7,6.5,4.0,1.6,4.0,3.0,3.0,2.0,38.0,19.0,13.0,5.0,14.0,13.0,34.0,22.0,1,-1.0,-1.0,-19.0,-8.0,-1.0
20,7,11,2,5,1,13,20,1.55,4.59,6.0,5.0,4.0,4.0,2.0,38.0,38.0,9.0,10.0,18.0,17.0,31.0,26.0,-1,-1.0,-2.0,0.0,1.0,-1.0
17,14,0,7,7,9,12,13,2.29,3.29,3.5,3.0,5.0,4.0,5.0,30.0,26.0,9.0,10.0,14.0,12.0,27.0,34.0,1,2.0,1.0,-4.0,1.0,-2.0
23,10,5,2,7,5,13,9,1.25,6.5,14.0,3.0,7.0,4.0,5.0,21.0,31.0,5.0,12.0,9.0,13.0,34.0,28.0,-1,4.0,1.0,10.0,7.0,4.0
12,11,2,6,8,2,13,13,2.62,3.0,3.2,4.0,5.0,2.0,4.0,31.0,34.0,7.0,13.0,15.0,12.0,24.0,35.0,0,1.0,2.0,3.0,6.0,-3.0
24,6,8,2,8,4,8,16,1.39,5.0,9.0,5.0,1.0,3.0,3.0,30.0,44.0,10.0,13.0,15.0,10.0,32.0,38.0,-1,-4.0,0.0,14.0,3.0,-5.0
13,15,3,9,8,7,12,17,1.8,3.75,5.0,4.0,4.0,4.0,4.0,28.0,53.0,9.0,11.0,15.0,17.0,33.0,31.0,1,0.0,0.0,25.0,2.0,2.0
11,13,2,6,6,4,12,13,1.89,3.6,4.5,4.0,3.0,2.0,5.0,31.0,33.0,8.0,15.0,15.0,18.0,23.0,27.0,1,-1.0,3.0,2.0,7.0,3.0
6,22,0,3,1,7,9,9,5.25,4.2,1.66,6.0,3.0,8.0,3.0,64.0,32.0,32.0,8.0,18.0,13.0,31.0,31.0,0,-3.0,-5.0,-32.0,-24.0,-5.0
9,14,2,7,4,9,14,12,1.28,6.0,12.0,3.0,4.0,2.0,2.0,30.0,33.0,6.0,12.0,15.0,16.0,30.0,34.0,-1,1.0,0.0,3.0,6.0,1.0
14,6,5,1,5,7,16,6,1.22,7.0,15.0,2.0,3.0,2.0,2.0,48.0,18.0,14.0,6.0,17.0,11.0,21.0,33.0,0,1.0,0.0,-30.0,-8.0,-6.0
25,7,8,4,10,2,5,10,1.25,6.5,15.0,4.0,3.0,6.0,5.0,42.0,32.0,10.0,9.0,14.0,13.0,35.0,36.0,-1,-1.0,-1.0,-10.0,-1.0,-1.0
7,23,3,10,2,5,12,6,15.0,6.5,1.25,2.0,9.0,3.0,11.0,21.0,52.0,7.0,27.0,11.0,17.0,26.0,28.0,1,7.0,8.0,31.0,20.0,6.0
16,7,4,4,4,1,10,11,2.39,3.29,3.25,4.0,9.0,5.0,9.0,33.0,46.0,11.0,19.0,16.0,19.0,31.0,15.0,1,5.0,4.0,13.0,8.0,3.0
12,16,4,11,9,9,13,9,2.1,3.39,3.89,9.0,5.0,8.0,4.0,47.0,59.0,18.0,13.0,19.0,18.0,33.0,27.0,1,-4.0,-4.0,12.0,-5.0,-1.0
7,12,2,5,1,3,11,4,9.0,4.5,1.44,4.0,6.0,3.0,5.0,48.0,50.0,14.0,24.0,14.0,18.0,36.0,25.0,1,2.0,2.0,2.0,10.0,4.0
14,7,4,2,4,6,14,18,2.29,3.5,3.25,1.0,2.0,3.0,3.0,47.0,21.0,9.0,8.0,17.0,12.0,33.0,35.0,-1,1.0,0.0,-26.0,-1.0,-5.0
10,14,2,7,6,4,6,14,2.29,3.2,3.6,1.0,7.0,0.0,5.0,22.0,33.0,5.0,12.0,11.0,13.0,36.0,28.0,-1,6.0,5.0,11.0,7.0,2.0
8,14,5,7,2,8,16,10,3.39,3.5,2.25,9.0,5.0,13.0,2.0,62.0,30.0,26.0,10.0,21.0,13.0,24.0,27.0,1,-4.0,-11.0,-32.0,-16.0,-8.0
23,3,3,2,12,1,8,11,1.3,6.0,11.0,2.0,3.0,3.0,2.0,44.0,25.0,15.0,6.0,17.0,12.0,31.0,23.0,0,1.0,-1.0,-19.0,-9.0,-5.0
6,11,3,6,4,5,12,10,4.0,3.75,1.95,3.0,1.0,4.0,1.0,35.0,32.0,9.0,9.0,10.0,18.0,24.0,24.0,0,-2.0,-3.0,-3.0,0.0,8.0
10,13,4,5,6,5,10,9,2.62,3.29,2.89,3.0,2.0,3.0,3.0,23.0,31.0,7.0,11.0,11.0,12.0,34.0,36.0,1,-1.0,0.0,8.0,4.0,1.0
8,11,5,2,3,5,10,12,2.6,3.25,3.0,3.0,7.0,5.0,6.0,26.0,34.0,11.0,9.0,12.0,12.0,28.0,35.0,-1,4.0,1.0,8.0,-2.0,0.0
24,11,8,5,6,3,14,14,2.04,3.5,4.0,4.0,4.0,4.0,2.0,27.0,28.0,14.0,7.0,10.0,14.0,39.0,26.0,0,0.0,-2.0,1.0,-7.0,4.0
19,7,6,2,8,1,6,10,2.7,3.1,3.0,2.0,2.0,3.0,2.0,30.0,22.0,9.0,8.0,12.0,13.0,29.0,44.0,-1,0.0,-1.0,-8.0,-1.0,1.0
18,7,3,1,6,3,8,18,2.7,3.1,3.0,3.0,4.0,2.0,3.0,48.0,39.0,11.0,13.0,19.0,16.0,35.0,32.0,-1,1.0,1.0,-9.0,2.0,-3.0
20,4,11,3,12,6,12,9,1.28,6.5,11.0,3.0,3.0,2.0,2.0,25.0,42.0,6.0,11.0,11.0,14.0,26.0,40.0,-1,0.0,0.0,17.0,5.0,3.0
5,19,2,2,4,3,10,10,7.5,4.5,1.5,4.0,7.0,4.0,4.0,30.0,52.0,8.0,20.0,13.0,14.0,35.0,30.0,-1,3.0,0.0,22.0,12.0,1.0
24,7,8,4,10,4,5,7,1.08,11.0,21.0,5.0,4.0,2.0,3.0,15.0,28.0,9.0,9.0,8.0,9.0,25.0,32.0,-1,-1.0,1.0,13.0,0.0,1.0
16,15,5,4,5,4,6,12,2.89,3.25,2.39,0.0,4.0,0.0,4.0,25.0,24.0,4.0,10.0,12.0,9.0,30.0,33.0,0,4.0,4.0,-1.0,6.0,-3.0
33,8,15,4,12,1,11,10,2.5,3.39,3.0,9.0,3.0,12.0,3.0,70.0,43.0,25.0,12.0,27.0,15.0,25.0,27.0,1,-6.0,-9.0,-27.0,-13.0,-12.0
6,12,2,6,2,2,8,7,7.5,4.5,1.5,1.0,2.0,1.0,1.0,20.0,30.0,4.0,6.0,7.0,16.0,31.0,26.0,1,1.0,0.0,10.0,2.0,9.0
6,5,4,3,2,5,12,9,1.72,3.79,5.5,7.0,4.0,7.0,3.0,55.0,42.0,20.0,11.0,21.0,19.0,35.0,22.0,-1,-3.0,-4.0,-13.0,-9.0,-2.0
16,14,3,4,10,7,3,11,1.83,3.6,5.0,5.0,9.0,5.0,9.0,75.0,43.0,17.0,18.0,23.0,14.0,27.0,30.0,-1,4.0,4.0,-32.0,1.0,-9.0
10,10,3,3,2,6,12,10,1.95,3.39,4.5,6.0,4.0,3.0,4.0,47.0,68.0,16.0,18.0,20.0,21.0,36.0,30.0,-1,-2.0,1.0,21.0,2.0,1.0
6,8,2,2,7,2,16,8,5.0,4.0,1.72,3.0,5.0,2.0,2.0,31.0,14.0,8.0,9.0,12.0,8.0,40.0,25.0,0,2.0,0.0,-17.0,1.0,-4.0
20,10,6,2,3,7,11,10,2.5,3.2,3.2,7.0,6.0,5.0,5.0,44.0,28.0,17.0,11.0,18.0,8.0,37.0,27.0,0,-1.0,0.0,-16.0,-6.0,-10.0
23,8,9,2,11,4,8,13,1.25,6.5,15.0,7.0,9.0,6.0,16.0,36.0,66.0,14.0,26.0,14.0,27.0,33.0,22.0,-1,2.0,10.0,30.0,12.0,13.0
8,7,5,3,2,6,16,6,2.37,3.29,3.29,3.0,1.0,3.0,4.0,30.0,30.0,9.0,10.0,15.0,9.0,26.0,30.0,-1,-2.0,1.0,0.0,1.0,-6.0
26,7,12,2,6,5,12,11,1.19,8.0,15.0,7.0,0.0,7.0,0.0,43.0,42.0,19.0,8.0,19.0,20.0,34.0,35.0,-1,-7.0,-7.0,-1.0,-11.0,1.0
10,14,1,7,5,9,8,10,6.5,4.5,1.55,1.0,3.0,3.0,1.0,36.0,36.0,11.0,9.0,15.0,20.0,26.0,33.0,1,2.0,-2.0,0.0,-2.0,5.0
10,10,2,4,4,6,9,11,2.0,3.39,4.33,1.0,6.0,1.0,4.0,25.0,27.0,7.0,8.0,12.0,11.0,36.0,35.0,1,5.0,3.0,2.0,1.0,-1.0
21,7,7,2,7,2,10,12,1.19,7.5,17.0,4.0,1.0,4.0,1.0,38.0,24.0,8.0,7.0,17.0,13.0,28.0,29.0,-1,-3.0,-3.0,-14.0,-1.0,-4.0
21,2,10,0,15,1,10,7,1.18,8.0,17.0,2.0,7.0,1.0,6.0,34.0,56.0,7.0,19.0,15.0,17.0,33.0,45.0,-1,5.0,5.0,22.0,12.0,2.0
12,15,3,7,5,5,12,10,5.25,3.89,1.72,4.0,2.0,3.0,2.0,36.0,28.0,11.0,6.0,14.0,18.0,38.0,29.0,1,-2.0,-1.0,-8.0,-5.0,4.0
8,14,4,4,1,6,13,12,2.37,3.1,3.5,4.0,9.0,4.0,6.0,37.0,46.0,10.0,19.0,17.0,19.0,39.0,45.0,0,5.0,2.0,9.0,9.0,2.0
10,10,4,4,10,5,13,8,2.7,3.1,3.0,1.0,4.0,2.0,5.0,29.0,63.0,7.0,22.0,9.0,19.0,24.0,22.0,0,3.0,3.0,34.0,15.0,10.0
7,18,4,6,4,9,7,10,5.0,3.89,1.75,5.0,2.0,3.0,1.0,22.0,41.0,9.0,11.0,12.0,16.0,25.0,30.0,-1,-3.0,-2.0,19.0,2.0,4.0
4,14,0,5,3,7,10,10,17.0,8.0,1.18,0.0,3.0,0.0,3.0,26.0,31.0,4.0,8.0,11.0,11.0,35.0,28.0,1,3.0,3.0,5.0,4.0,0.0
8,17,2,2,5,5,8,14,6.5,4.5,1.53,9.0,0.0,13.0,0.0,60.0,53.0,25.0,11.0,24.0,19.0,30.0,37.0,1,-9.0,-13.0,-7.0,-14.0,-5.0
17,5,5,2,7,2,6,13,1.9,3.39,4.75,4.0,7.0,1.0,8.0,28.0,56.0,8.0,22.0,16.0,24.0,31.0,33.0,-1,3.0,7.0,28.0,14.0,8.0
16,11,4,3,7,8,10,7,2.14,3.6,3.5,2.0,7.0,4.0,4.0,39.0,47.0,11.0,17.0,14.0,20.0,30.0,31.0,0,5.0,0.0,8.0,6.0,6.0
10,9,5,3,5,2,9,5,2.04,3.5,4.0,4.0,4.0,2.0,2.0,21.0,27.0,7.0,4.0,9.0,10.0,26.0,26.0,-1,0.0,0.0,6.0,-3.0,1.0
15,8,4,2,5,0,9,9,1.19,7.0,19.0,4.0,5.0,2.0,4.0,36.0,69.0,7.0,19.0,18.0,24.0,29.0,34.0,-1,1.0,2.0,33.0,12.0,6.0
12,12,2,4,6,3,8,13,2.2,3.5,3.5,7.0,1.0,8.0,1.0,57.0,26.0,23.0,3.0,25.0,11.0,29.0,30.0,1,-6.0,-7.0,-31.0,-20.0,-14.0
10,9,1,5,4,5,18,6,2.79,3.25,2.79,9.0,3.0,6.0,3.0,43.0,43.0,15.0,15.0,18.0,22.0,41.0,34.0,0,-6.0,-3.0,0.0,0.0,4.0
24,5,5,2,8,0,10,13,1.25,6.0,16.0,4.0,3.0,5.0,2.0,61.0,23.0,17.0,8.0,27.0,11.0,37.0,29.0,0,-1.0,-3.0,-38.0,-9.0,-16.0
8,7,4,2,5,5,9,12,2.7,3.39,2.75,4.0,3.0,1.0,3.0,33.0,33.0,11.0,10.0,15.0,11.0,37.0,26.0,0,-1.0,2.0,0.0,-1.0,-4.0
9,13,3,6,6,7,13,5,2.39,3.2,3.39,6.0,4.0,5.0,2.0,51.0,37.0,26.0,5.0,11.0,15.0,27.0,27.0,0,-2.0,-3.0,-14.0,-21.0,4.0
17,10,7,6,3,1,13,10,2.1,3.5,3.75,6.0,5.0,4.0,4.0,45.0,37.0,21.0,11.0,15.0,11.0,42.0,25.0,-1,-1.0,0.0,-8.0,-10.0,-4.0
16,12,7,5,11,4,10,9,1.28,5.75,13.0,7.0,7.0,4.0,8.0,39.0,51.0,10.0,21.0,12.0,20.0,32.0,31.0,-1,0.0,4.0,12.0,11.0,8.0
11,20,5,3,8,11,13,10,1.83,3.5,5.25,4.0,3.0,3.0,4.0,30.0,43.0,6.0,14.0,21.0,17.0,25.0,32.0,-1,-1.0,1.0,13.0,8.0,-4.0
16,13,7,1,8,6,12,12,2.14,3.2,4.0,0.0,4.0,0.0,3.0,43.0,29.0,9.0,9.0,16.0,18.0,36.0,36.0,-1,4.0,3.0,-14.0,0.0,2.0
16,8,7,5,9,4,9,26,2.39,3.25,3.29,0.0,4.0,1.0,3.0,22.0,33.0,7.0,10.0,13.0,15.0,29.0,37.0,0,4.0,2.0,11.0,3.0,2.0
2,12,0,4,1,7,8,10,9.5,5.75,1.33,0.0,7.0,2.0,4.0,33.0,31.0,12.0,15.0,8.0,21.0,28.0,42.0,1,7.0,2.0,-2.0,3.0,13.0
21,5,8,0,10,2,15,9,1.39,5.0,9.0,4.0,3.0,2.0,3.0,17.0,35.0,4.0,16.0,4.0,15.0,31.0,33.0,-1,-1.0,1.0,18.0,12.0,11.0
7,11,2,7,3,4,13,12,6.5,4.0,1.61,4.0,0.0,4.0,0.0,43.0,34.0,8.0,8.0,17.0,15.0,31.0,29.0,1,-4.0,-4.0,-9.0,0.0,-2.0
14,14,5,4,7,4,11,16,2.5,3.6,2.89,4.0,9.0,2.0,10.0,36.0,61.0,7.0,21.0,13.0,25.0,25.0,38.0,-1,5.0,8.0,25.0,14.0,12.0
18,10,8,2,4,7,16,20,2.5,3.2,3.2,3.0,0.0,4.0,1.0,53.0,24.0,16.0,7.0,21.0,12.0,29.0,22.0,-1,-3.0,-3.0,-29.0,-9.0,-9.0
10,11,5,3,2,5,14,12,2.2,3.39,3.6,1.0,7.0,0.0,3.0,27.0,34.0,6.0,9.0,16.0,23.0,34.0,36.0,-1,6.0,3.0,7.0,3.0,7.0
9,6,5,3,5,5,15,15,1.39,5.5,7.5,4.0,4.0,2.0,4.0,23.0,64.0,6.0,17.0,10.0,31.0,29.0,33.0,-1,0.0,2.0,41.0,11.0,21.0
12,11,2,3,10,9,6,7,1.28,6.0,12.0,3.0,6.0,5.0,6.0,31.0,46.0,11.0,15.0,13.0,17.0,27.0,49.0,-1,3.0,1.0,15.0,4.0,4.0
6,15,1,7,2,3,9,13,5.25,4.33,1.66,5.0,5.0,3.0,5.0,49.0,36.0,10.0,11.0,24.0,11.0,38.0,35.0,1,0.0,2.0,-13.0,1.0,-13.0
7,9,3,3,3,5,8,15,2.79,3.0,3.0,7.0,7.0,5.0,8.0,52.0,55.0,18.0,28.0,22.0,11.0,30.0,26.0,-1,0.0,3.0,3.0,10.0,-11.0
20,5,11,1,5,0,5,8,1.14,9.5,21.0,5.0,3.0,4.0,7.0,47.0,52.0,15.0,25.0,21.0,27.0,36.0,23.0,-1,-2.0,3.0,5.0,10.0,6.0
7,7,3,2,5,3,12,16,2.2,3.25,3.75,6.0,7.0,4.0,5.0,45.0,33.0,18.0,10.0,17.0,10.0,20.0,31.0,-1,1.0,1.0,-12.0,-8.0,-7.0
18,5,6,1,9,5,9,7,1.2,8.0,15.0,3.0,5.0,2.0,5.0,32.0,57.0,7.0,17.0,16.0,13.0,52.0,42.0,-1,2.0,3.0,25.0,10.0,-3.0
19,6,5,1,7,3,7,13,2.8,3.25,2.8,6.0,4.0,5.0,4.0,36.0,38.0,16.0,12.0,22.0,14.0,39.0,50.0,0,-2.0,-1.0,2.0,-4.0,-8.0
8,17,5,2,1,5,11,6,5.0,3.8,1.67,4.0,0.0,4.0,3.0,37.0,25.0,13.0,13.0,14.0,11.0,49.0,40.0,0,-4.0,-1.0,-12.0,0.0,-3.0
23,5,4,2,9,3,14,7,1.67,3.6,5.75,4.0,4.0,4.0,7.0,40.0,30.0,15.0,13.0,19.0,10.0,26.0,41.0,1,0.0,3.0,-10.0,-2.0,-9.0
25,9,12,1,6,5,7,8,1.2,6.5,13.0,7.0,6.0,7.0,6.0,31.0,61.0,16.0,20.0,14.0,20.0,31.0,48.0,-1,-1.0,-1.0,30.0,4.0,6.0
4,17,2,6,4,8,8,13,2.75,3.3,2.5,6.0,3.0,6.0,4.0,33.0,28.0,14.0,8.0,15.0,15.0,44.0,42.0,1,-3.0,-2.0,-5.0,-6.0,0.0
19,8,4,1,7,5,6,10,2.8,3.25,2.5,0.0,4.0,3.0,4.0,32.0,31.0,11.0,14.0,13.0,9.0,21.0,49.0,0,4.0,1.0,-1.0,3.0,-4.0
18,6,7,1,6,5,6,9,1.17,7.0,15.0,7.0,0.0,6.0,2.0,35.0,30.0,10.0,8.0,16.0,8.0,40.0,41.0,-1,-7.0,-4.0,-5.0,-2.0,-8.0
17,21,6,3,5,6,11,10,2.88,3.2,2.45,9.0,6.0,8.0,6.0,38.0,32.0,15.0,10.0,9.0,16.0,32.0,37.0,-1,-3.0,-2.0,-6.0,-5.0,7.0
9,15,4,3,7,6,12,11,2.15,3.2,3.5,3.0,4.0,4.0,3.0,23.0,35.0,8.0,10.0,16.0,10.0,37.0,37.0,0,1.0,-1.0,12.0,2.0,-6.0
9,6,4,1,2,1,15,13,1.8,3.5,4.5,7.0,6.0,6.0,6.0,55.0,47.0,20.0,20.0,21.0,10.0,40.0,34.0,-1,-1.0,0.0,-8.0,0.0,-11.0
6,14,1,7,4,7,7,4,8.5,4.75,1.36,6.0,1.0,6.0,1.0,53.0,31.0,21.0,7.0,11.0,18.0,53.0,50.0,1,-5.0,-5.0,-22.0,-14.0,7.0
16,7,6,3,7,4,8,17,1.33,5.5,11.0,1.0,3.0,2.0,4.0,23.0,36.0,12.0,15.0,10.0,19.0,40.0,36.0,-1,2.0,2.0,13.0,3.0,9.0
7,17,3,5,2,8,6,8,2.8,3.1,2.9,6.0,7.0,7.0,6.0,35.0,44.0,12.0,17.0,13.0,20.0,36.0,32.0,-1,1.0,-1.0,9.0,5.0,7.0
12,23,7,6,3,6,13,14,4.1,3.9,1.91,1.0,6.0,3.0,5.0,23.0,29.0,5.0,13.0,9.0,11.0,51.0,40.0,1,5.0,2.0,6.0,8.0,2.0
5,9,3,2,3,4,9,13,2.15,3.25,3.9,0.0,1.0,3.0,4.0,32.0,39.0,10.0,14.0,7.0,15.0,36.0,53.0,0,1.0,1.0,7.0,4.0,8.0
12,8,4,4,4,6,12,11,1.65,4.0,5.75,6.0,6.0,8.0,3.0,47.0,42.0,22.0,19.0,21.0,19.0,23.0,37.0,-1,0.0,-5.0,-5.0,-3.0,-2.0
25,5,9,0,8,2,6,7,1.14,10.0,21.0,4.0,3.0,4.0,6.0,29.0,37.0,10.0,14.0,9.0,18.0,40.0,27.0,-1,-1.0,2.0,8.0,4.0,9.0
14,9,4,4,8,4,12,9,5.5,3.8,1.73,1.0,9.0,1.0,9.0,19.0,44.0,4.0,20.0,11.0,13.0,40.0,33.0,1,8.0,8.0,25.0,16.0,2.0
13,7,2,4,5,0,5,14,6.0,4.1,1.62,6.0,6.0,3.0,5.0,39.0,37.0,17.0,10.0,15.0,16.0,44.0,27.0,1,0.0,2.0,-2.0,-7.0,1.0
10,8,3,4,5,4,9,16,2.4,3.3,3.25,9.0,9.0,9.0,8.0,48.0,47.0,23.0,22.0,22.0,13.0,39.0,53.0,1,0.0,-1.0,-1.0,-1.0,-9.0
10,15,4,5,4,3,10,20,6.0,4.33,1.6,4.0,4.0,3.0,4.0,32.0,29.0,10.0,11.0,16.0,11.0,36.0,31.0,1,0.0,1.0,-3.0,1.0,-5.0
16,7,7,3,4,1,15,14,1.36,5.25,10.0,1.0,7.0,2.0,7.0,31.0,31.0,12.0,12.0,13.0,11.0,45.0,31.0,-1,6.0,5.0,0.0,0.0,-2.0
13,11,4,2,5,1,11,15,1.8,4.0,4.5,3.0,3.0,5.0,6.0,35.0,47.0,12.0,17.0,18.0,4.0,29.0,54.0,0,0.0,1.0,12.0,5.0,-14.0
26,4,8,0,11,1,11,9,1.22,7.0,15.0,6.0,1.0,5.0,2.0,34.0,30.0,14.0,8.0,14.0,13.0,34.0,52.0,0,-5.0,-3.0,-4.0,-6.0,-1.0
15,10,3,1,8,4,6,6,3.5,3.4,2.25,1.0,6.0,6.0,8.0,49.0,41.0,17.0,19.0,17.0,22.0,52.0,23.0,0,5.0,2.0,-8.0,2.0,5.0
35,5,9,4,12,2,7,9,1.29,6.0,13.0,4.0,1.0,4.0,1.0,30.0,28.0,8.0,11.0,18.0,14.0,37.0,39.0,0,-3.0,-3.0,-2.0,3.0,-4.0
14,13,3,4,7,5,13,11,2.38,3.25,3.4,4.0,0.0,3.0,2.0,39.0,33.0,15.0,10.0,11.0,9.0,38.0,45.0,-1,-4.0,-1.0,-6.0,-5.0,-2.0
7,28,1,10,3,11,8,6,9.0,6.0,1.33,2.0,7.0,2.0,8.0,34.0,39.0,9.0,18.0,14.0,23.0,50.0,39.0,1,5.0,6.0,5.0,9.0,9.0
6,9,1,1,2,3,15,7,2.38,3.25,3.4,1.0,7.0,3.0,5.0,43.0,45.0,13.0,17.0,10.0,19.0,51.0,30.0,0,6.0,2.0,2.0,4.0,9.0
14,13,3,4,5,5,14,13,3.0,3.3,2.6,3.0,4.0,1.0,2.0,30.0,25.0,7.0,5.0,18.0,16.0,25.0,36.0,1,1.0,1.0,-5.0,-2.0,-2.0
15,9,3,2,6,4,5,12,2.15,3.4,3.8,7.0,6.0,5.0,5.0,50.0,40.0,20.0,14.0,20.0,16.0,54.0,44.0,-1,-1.0,0.0,-10.0,-6.0,-4.0
19,10,3,2,10,3,11,14,1.95,3.5,4.5,4.0,2.0,2.0,1.0,30.0,43.0,10.0,13.0,10.0,21.0,42.0,36.0,-1,-2.0,-1.0,13.0,3.0,11.0
10,16,4,8,7,5,11,15,2.4,3.25,3.3,0.0,2.0,1.0,0.0,30.0,19.0,6.0,5.0,12.0,12.0,44.0,30.0,1,2.0,-1.0,-11.0,-1.0,0.0
4,23,2,5,3,13,7,14,2.3,3.25,3.5,4.0,0.0,3.0,4.0,27.0,41.0,7.0,12.0,8.0,16.0,43.0,45.0,-1,-4.0,1.0,14.0,5.0,8.0
10,18,5,8,5,11,10,10,7.5,4.5,1.5,4.0,7.0,3.0,4.0,30.0,40.0,6.0,14.0,11.0,16.0,31.0,48.0,0,3.0,1.0,10.0,8.0,5.0
17,7,9,2,10,3,14,10,1.36,5.5,9.0,7.0,4.0,6.0,4.0,41.0,33.0,16.0,9.0,24.0,16.0,21.0,30.0,-1,-3.0,-2.0,-8.0,-7.0,-8.0
12,12,6,3,2,6,9,4,2.7,3.1,3.0,7.0,2.0,5.0,1.0,39.0,25.0,14.0,6.0,12.0,10.0,34.0,50.0,-1,-5.0,-4.0,-14.0,-8.0,-2.0
12,15,1,6,7,3,14,14,3.8,3.5,2.1,4.0,3.0,2.0,1.0,29.0,28.0,8.0,7.0,9.0,12.0,44.0,52.0,1,-1.0,-1.0,-1.0,-1.0,3.0
8,16,2,6,2,9,11,8,4.75,3.9,1.8,7.0,7.0,8.0,6.0,44.0,64.0,14.0,25.0,15.0,30.0,30.0,20.0,1,0.0,-2.0,20.0,11.0,15.0
9,12,1,3,7,4,8,11,1.65,4.0,6.0,0.0,4.0,4.0,2.0,36.0,25.0,9.0,9.0,15.0,7.0,33.0,40.0,1,4.0,-2.0,-11.0,0.0,-8.0
13,10,7,3,8,3,10,9,1.85,4.0,4.2,2.0,4.0,1.0,4.0,16.0,45.0,2.0,19.0,6.0,30.0,51.0,28.0,-1,2.0,3.0,29.0,17.0,24.0
18,8,10,0,4,3,6,9,2.15,3.7,3.5,7.0,4.0,6.0,1.0,38.0,42.0,13.0,9.0,20.0,19.0,35.0,27.0,-1,-3.0,-5.0,4.0,-4.0,-1.0
28,13,5,3,10,7,9,9,1.25,6.5,15.0,5.0,5.0,4.0,2.0,47.0,34.0,18.0,11.0,12.0,11.0,59.0,37.0,0,0.0,-2.0,-13.0,-7.0,-1.0
18,7,7,0,6,3,12,7,1.45,4.5,8.5,3.0,3.0,2.0,2.0,22.0,36.0,6.0,9.0,18.0,14.0,34.0,49.0,-1,0.0,0.0,14.0,3.0,-4.0
10,16,2,2,10,4,10,9,2.4,3.1,3.5,3.0,1.0,2.0,4.0,44.0,38.0,15.0,12.0,29.0,16.0,38.0,46.0,0,-2.0,2.0,-6.0,-3.0,-13.0
22,11,7,4,9,3,8,7,1.33,5.5,11.0,5.0,4.0,4.0,5.0,38.0,41.0,11.0,15.0,15.0,9.0,36.0,40.0,-1,-1.0,1.0,3.0,4.0,-6.0
16,7,3,3,1,1,9,6,1.95,3.5,4.33,3.0,4.0,1.0,2.0,21.0,50.0,6.0,16.0,13.0,18.0,30.0,31.0,1,1.0,1.0,29.0,10.0,5.0
16,6,6,3,5,4,10,10,3.9,3.4,2.1,4.0,4.0,2.0,3.0,36.0,31.0,10.0,8.0,20.0,11.0,27.0,51.0,0,0.0,1.0,-5.0,-2.0,-9.0
16,8,8,3,7,5,17,11,2.3,3.4,3.4,3.0,2.0,2.0,2.0,19.0,16.0,9.0,4.0,9.0,6.0,31.0,49.0,-1,-1.0,0.0,-3.0,-5.0,-3.0
8,16,0,2,3,11,7,18,1.91,3.4,4.0,2.0,7.0,1.0,3.0,52.0,32.0,15.0,9.0,22.0,10.0,28.0,56.0,0,5.0,2.0,-20.0,-6.0,-12.0
9,19,3,8,2,5,13,14,11.0,6.0,1.3,3.0,9.0,2.0,10.0,28.0,38.0,8.0,14.0,8.0,10.0,44.0,27.0,1,6.0,8.0,10.0,6.0,2.0
19,7,6,2,7,1,7,9,1.33,5.75,10.0,7.0,7.0,4.0,8.0,43.0,48.0,13.0,19.0,15.0,20.0,38.0,35.0,0,0.0,4.0,5.0,6.0,5.0
18,9,6,2,14,3,14,21,2.1,3.6,3.75,7.0,3.0,5.0,1.0,31.0,48.0,11.0,13.0,8.0,30.0,30.0,35.0,1,-4.0,-4.0,17.0,2.0,22.0
7,13,3,5,7,3,13,10,2.5,3.25,3.2,3.0,3.0,1.0,4.0,22.0,35.0,5.0,10.0,8.0,11.0,58.0,29.0,-1,0.0,3.0,13.0,5.0,3.0
11,18,4,6,2,9,6,11,4.5,3.8,1.85,5.0,0.0,3.0,2.0,58.0,30.0,20.0,8.0,27.0,13.0,23.0,32.0,-1,-5.0,-1.0,-28.0,-12.0,-14.0
6,19,2,7,8,5,6,14,2.0,3.6,4.0,4.0,2.0,7.0,2.0,48.0,51.0,23.0,11.0,19.0,21.0,46.0,51.0,1,-2.0,-5.0,3.0,-12.0,2.0
