B365H,B365A,res,tendencia_H,tendencia_A
6.0,1.53,-1,0.8,2.6
2.5,2.87,1,0.4,1.2
3.39,2.25,1,2.0,2.6
1.7,4.75,-1,1.2,1.2
1.75,5.25,-1,0.6,0.4
1.75,4.75,-1,1.4,1.4
1.14,19.0,-1,2.2,1.6
1.8,4.75,0,0.8,1.4
1.14,17.0,-1,2.6,2.0
2.0,3.7,-1,1.4,1.6
2.54,2.87,0,0.2,0.6
11.0,1.25,1,1.0,2.6
2.5,2.87,-1,1.4,2.0
9.0,1.3,1,1.8,2.0
2.5,2.89,0,0.6,1.8
1.44,8.5,-1,2.6,0.8
1.57,5.75,-1,0.6,0.4
3.6,2.04,1,0.4,1.2
1.9,4.33,-1,2.0,0.2
6.5,1.44,1,1.6,2.2
3.5,2.04,1,1.4,1.4
1.85,5.0,-1,1.6,1.0
2.2,3.1,1,0.4,1.8
1.5,6.5,-1,1.2,0.4
1.9,4.0,0,2.0,1.0
1.12,19.0,0,2.6,1.2
1.72,4.75,-1,0.8,1.6
1.19,13.0,-1,1.6,0.6
2.87,2.62,1,1.6,1.6
7.5,1.57,1,0.4,2.6
1.66,5.0,1,2.0,1.4
1.44,7.5,0,1.2,1.2
2.25,3.2,-1,0.6,0.4
1.44,7.5,-1,2.0,1.2
2.39,3.0,-1,1.0,1.8
9.5,1.33,0,1.4,3.0
1.9,4.5,0,1.6,1.6
13.0,1.19,0,0.4,1.4
2.62,2.79,-1,1.4,2.6
2.79,2.5,-1,1.2,2.6
2.6,2.75,-1,1.6,0.8
1.44,6.5,-1,0.6,0.4
1.75,4.75,-1,2.0,1.8
1.08,26.0,-1,3.0,1.4
1.5,6.5,0,0.8,1.4
1.16,17.0,-1,2.0,0.8
2.37,3.5,-1,1.0,1.6
2.04,3.5,-1,2.6,0.8
2.29,3.39,0,0.2,1.4
5.0,1.61,1,1.2,1.4
2.0,3.79,0,0.2,0.4
1.9,4.33,0,1.8,2.0
1.66,6.0,0,2.0,0.6
10.0,1.28,1,1.8,3.0
1.85,4.0,1,0.8,1.4
1.14,15.0,-1,1.0,0.8
2.14,3.75,0,1.8,1.4
4.5,1.72,-1,0.2,1.8
1.44,7.5,-1,2.0,0.4
1.36,9.5,0,2.4,1.8
2.75,2.7,1,1.6,0.2
2.7,2.79,0,1.4,2.2
2.25,3.5,-1,1.2,1.4
6.5,1.44,1,0.8,2.6
2.54,3.0,0,1.4,2.2
3.25,2.29,-1,1.8,0.8
3.0,2.45,1,0.6,1.0
3.0,2.37,1,0.8,1.2
4.0,2.04,1,2.6,2.4
1.25,10.0,1,1.6,1.4
1.72,4.75,-1,1.2,0.8
1.8,5.0,-1,1.4,0.8
2.54,3.1,1,0.8,1.4
6.5,1.5,0,1.4,1.6
1.57,6.0,0,1.2,0.8
1.66,6.0,-1,1.8,1.8
1.05,34.0,-1,2.2,0.6
2.89,2.5,-1,0.8,1.0
1.5,6.5,1,1.4,0.8
2.54,2.75,1,1.0,2.6
1.61,5.5,-1,0.8,1.4
1.39,10.0,-1,2.4,1.4
2.54,2.7,1,0.8,0.8
2.04,3.29,1,1.4,0.8
2.1,3.1,1,2.2,2.2
5.0,1.72,-1,0.8,2.6
2.7,2.62,1,0.8,1.4
2.14,3.5,-1,1.2,1.4
2.0,3.75,-1,2.6,1.6
2.25,3.0,-1,0.6,2.0
1.75,5.0,-1,1.4,1.0
2.7,2.89,0,1.0,0.6
2.0,3.79,1,1.4,0.4
1.08,23.0,-1,2.2,0.8
2.5,2.87,0,0.8,0.6
2.29,3.1,1,1.4,0.8
2.2,3.5,-1,1.6,1.6
1.19,15.0,-1,2.6,1.8
2.75,2.6,-1,2.0,2.0
2.14,3.39,0,1.2,1.0
1.28,9.5,0,1.8,0.8
2.04,3.6,1,1.2,1.6
6.0,1.53,1,1.0,2.2
3.25,2.25,1,1.0,0.6
4.75,1.72,1,0.4,2.2
1.53,6.0,1,1.0,1.4
1.66,5.0,-1,2.0,1.4
2.37,3.2,-1,0.8,0.6
1.33,8.5,-1,1.6,2.4
2.04,3.75,0,2.0,2.0
2.29,3.25,-1,1.2,0.8
1.6,6.0,1,2.2,0.6
2.2,3.1,-1,0.2,1.0
2.37,3.29,-1,1.4,1.4
3.0,2.29,-1,1.6,2.6
2.79,2.62,-1,0.6,1.6
7.5,1.44,0,0.4,2.0
1.44,7.5,-1,1.8,0.8
1.5,7.5,-1,2.2,1.2
1.12,17.0,0,2.6,1.2
1.72,4.75,0,1.2,1.0
2.0,3.79,-1,1.0,1.6
4.0,1.85,0,3.0,2.6
2.37,3.0,1,2.2,1.2
1.44,7.0,0,1.6,0.0
2.75,2.6,0,0.8,0.8
7.5,1.53,1,1.2,1.8
2.0,3.75,0,0.8,2.0
1.08,21.0,-1,2.0,1.2
2.5,3.1,1,0.6,1.0
1.95,4.33,-1,1.2,1.2
2.39,3.0,-1,0.4,1.0
2.25,3.29,0,0.6,2.6
1.95,4.0,1,0.0,0.6
3.2,2.29,1,1.0,3.0
2.37,3.1,-1,0.6,1.4
3.2,2.25,0,1.8,2.4
1.72,4.75,-1,1.2,1.4
9.5,1.33,1,1.4,2.6
1.8,4.75,-1,1.0,1.2
2.89,2.37,0,2.0,1.6
1.08,19.0,-1,2.4,0.0
1.61,5.5,-1,1.0,0.4
1.53,6.0,-1,2.0,0.8
2.1,3.5,-1,1.4,0.8
2.39,3.0,1,0.6,1.4
1.19,12.0,-1,2.6,1.2
2.87,2.7,-1,0.6,1.6
4.75,1.8,1,1.4,1.8
1.5,6.5,-1,3.0,2.0
2.0,3.79,0,1.4,1.4
2.14,3.39,-1,1.2,2.0
2.04,3.6,1,0.0,1.4
3.1,2.29,-1,0.2,1.6
1.95,4.2,0,0.2,1.0
10.0,1.25,-1,1.0,2.4
2.45,2.87,-1,1.0,1.0
1.61,6.0,-1,1.2,2.2
7.0,1.44,1,0.8,2.6
1.5,7.5,0,2.2,2.0
6.0,1.6,1,0.6,3.0
2.04,3.79,1,1.4,0.4
1.85,4.0,0,0.8,1.6
1.09,23.0,-1,2.4,0.8
2.37,3.29,-1,1.6,0.8
4.2,1.95,1,1.6,2.2
1.5,7.0,-1,2.0,0.6
1.07,26.0,-1,2.6,0.2
1.85,4.0,-1,2.6,1.8
1.57,6.0,-1,2.0,0.6
2.37,3.2,0,1.0,0.8
2.38,3.1,1,1.2,1.6
2.55,2.7,1,2.0,2.2
2.38,3.4,1,0.2,1.0
2.8,2.6,1,0.4,2.0
2.0,3.75,0,0.6,1.2
3.0,2.38,0,2.2,3.0
3.5,2.15,1,0.6,0.8
10.0,1.29,1,1.4,2.0
2.5,2.9,-1,0.8,2.4
1.75,5.0,0,1.4,1.0
1.1,23.0,-1,1.6,1.4
1.91,4.2,-1,1.8,1.4
1.83,4.33,-1,1.4,0.6
1.08,26.0,-1,3.0,1.2
1.95,3.8,0,1.2,2.4
7.5,1.55,0,1.4,2.6
1.83,4.5,1,1.2,0.0
1.36,7.5,-1,2.4,0.2
2.25,3.4,-1,0.8,1.4
1.67,5.75,0,1.4,0.8
1.85,4.5,-1,1.8,1.8
2.3,3.1,1,1.8,1.8
2.05,3.8,1,1.2,1.4
2.2,3.4,1,1.2,0.8
2.88,2.63,-1,1.0,1.4
1.95,4.0,-1,1.0,0.8
12.0,1.25,1,1.0,3.0
2.9,2.4,0,0.0,1.4
17.0,1.17,1,0.0,1.6
1.57,6.5,-1,2.2,2.6
3.25,2.3,-1,,
1.8,4.5,0,,
1.73,5.5,0,,
1.4,7.5,-1,,
1.13,17.0,1,,
1.91,4.5,-1,,
3.4,2.25,1,,
2.15,3.7,0,,
1.11,15.0,-1,,
1.5,7.0,-1,,
2.3,3.2,-1,,
5.0,1.67,1,,
2.75,2.55,-1,,
3.3,2.3,1,,
3.1,2.4,1,,
1.22,15.0,-1,,
1.83,4.5,-1,,
11.0,1.25,1,,
3.25,2.3,0,,
2.05,4.0,-1,,
2.0,3.8,1,,
1.85,4.33,-1,,
1.67,5.25,-1,,
1.67,5.5,-1,,
2.75,2.6,1,,
1.17,17.0,-1,,
1.57,6.0,-1,,
3.6,2.2,0,,
1.05,34.0,0,,
2.05,4.0,1,,
1.17,15.0,0,,
3.6,2.15,1,,
1.95,4.33,1,,
2.5,3.1,1,,
4.75,1.75,1,,
2.2,3.6,0,,
2.15,3.6,-1,,
10.0,1.29,1,,
2.2,3.4,-1,,
2.05,3.75,-1,,
2.1,3.7,1,,
3.25,2.3,-1,,
9.5,1.3,1,,
1.17,15.0,-1,,
1.5,7.5,0,,
1.62,5.5,0,,
8.0,1.45,0,,
2.38,3.2,1,,
1.75,4.5,-1,,
2.05,4.1,-1,,
