version;datetime;validation;test;activation;b1;b2;batch_size;dims;dropout;factor;factor_flag;factor_scaler;learning_rate;len_test;len_train;len_val;method;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
3936;2024-01-15 19:56:12.310815;0,533984363079071;;selu;0,13872969295069457;0,16966187343431904;256;29,0;0,11563295031161477;95,0;True;normalizer;0,03193706840643011;2631;17667;5269;anova;dropout;;22;7,0;;;;;;2;adam;minmax
3937;2024-01-15 19:56:39.290324;0,5296352505683899;;leaky_relu;0,36737626445492494;0,9492050716851372;16;30,0;0,18128448278055487;100,0;True;normalizer;0,11849933578979768;2631;17667;5269;anova;dropout;;23;8,0;;;;0,03589892662590885;;2;adam;minmax
3938;2024-01-15 20:00:23.342476;0,514453113079071;;leaky_relu;0,04676868889685253;0,37824410968605776;256;27,0;0,14955290072362415;96,0;True;normalizer;0,06728525153574422;2631;17667;5269;pca;dropout;;21;7,0;;;;0,03144591742043359;;2;adam;minmax
3939;2024-01-15 20:01:12.892353;0,534375011920929;;relu;0,010266035101814107;0,9797605069425709;256;30,0;0,10019942068170193;96,0;True;normalizer;0,05253098382495938;2631;17667;5269;anova;dropout;;20;8,0;;;;;;2;adam;minmax
3940;2024-01-15 20:01:40.135042;0,534375011920929;;leaky_relu;0,06782544867403725;0,4135676162644703;256;29,0;0,12614794543755084;98,0;True;normalizer;0,041965274040056275;2631;17667;5269;anova;dropout;;17;7,0;;;;0,026087519540612204;;2;adam;normalizer
3941;2024-01-15 20:02:26.719094;0,534375011920929;;leaky_relu;0,2372852816142516;0,7266457270000495;256;30,0;0,22553269972295864;97,0;True;normalizer;0,09403218834160817;2631;17667;5269;anova;dropout;;23;7,0;;;;0,07833304030282687;;2;adam;minmax
3942;2024-01-15 20:02:53.346726;0,48652344942092896;;leaky_relu;0,2646928720821815;0,521297474512617;256;29,0;;100,0;True;normalizer;0,07703641206658439;2631;17667;5269;anova;batchnorm;;21;9,0;;;;0,027902687588909608;;2;adam;minmax
3943;2024-01-15 20:03:22.180381;0,36933594942092896;;leaky_relu;0,11048671735232822;0,6614154871744912;256;28,0;0,20805087210881212;9,0;True;minmax;0,02806440806834199;2631;17667;5269;anova;dropout;;22;8,0;;;;0,03573086782949135;;2;adam;minmax
3944;2024-01-15 20:03:53.528881;0,46210938692092896;;selu;0,0359678681290368;0,7548121638223689;256;;;;False;;0,15308212875435964;2631;17667;5269;;vanilla;;23;7,0;;;;;;2;adam;minmax
3945;2024-01-15 20:04:21.442978;0,536328136920929;;leaky_relu;0,10273514105385781;0,19351642935332014;256;28,0;0,1139385632341829;95,0;True;normalizer;0,03744269030679026;2631;17667;5269;anova;dropout;;22;7,0;;;;0,02147534675588408;;2;adam;minmax
3946;2024-01-15 20:04:49.751665;0,533007800579071;;leaky_relu;0,25404881630141657;0,3576182699859912;256;29,0;0,19013448471149275;95,0;True;normalizer;0,03117569752053609;2631;17667;5269;anova;dropout;;22;8,0;;;;0,06977608747002657;;2;adam;maxabs
3947;2024-01-15 20:05:16.226642;0,5347656011581421;;leaky_relu;0,08734649984589626;0,7021567184065429;256;30,0;0,1630868713272236;98,0;True;normalizer;0,04791343018206758;2631;17667;5269;anova;dropout;;21;7,0;;;;0,03260524034287854;;2;adam;minmax
3948;2024-01-15 20:05:45.232275;0,46210938692092896;;relu;0,031097667629404406;0,14434707129027807;256;29,0;0,16448155067638387;95,0;True;normalizer;0,10491424749159028;2631;17667;5269;anova;dropout;;23;7,0;;;;;;2;adam;minmax
3949;2024-01-15 20:06:12.165765;0,5357421636581421;;leaky_relu;0,13058234618750922;0,6116554973499276;256;30,0;0,113802930797365;100,0;True;normalizer;0,040580063574231176;2631;17667;5269;anova;dropout;;22;7,0;;;;0,029074720903847415;;2;adam;minmax
3950;2024-01-15 20:06:42.879247;0,4594131112098694;;leaky_relu;0,16023682539473297;0,4027504515064771;64;29,0;0,13949308034923139;9,0;True;maxabs;0,02746993822701337;2631;17667;5269;anova;dropout;;23;8,0;;;;0,01680719022445513;;2;adam;minmax
3951;2024-01-15 20:07:43.880276;0,533984363079071;;leaky_relu;0,290616507172994;0,4598895154137419;256;28,0;0,26988982651094173;98,0;True;normalizer;0,12380139764367576;2631;17667;5269;anova;dropout;;20;7,0;;;;0,03733395530586198;;2;adam;minmax
3952;2024-01-15 20:08:15.049464;0,535937488079071;;leaky_relu;0,07134569548313063;0,770002405763993;256;30,0;0,131422047312117;95,0;True;normalizer;0,06005819831376375;2631;17667;5269;anova;dropout;;21;8,0;;;;0,07538608706035584;;2;adam;minmax
3953;2024-01-15 20:08:42.865978;0,5289633870124817;;selu;0,21342516445598236;0,9508002458657815;32;30,0;0,2418512967544055;95,0;True;normalizer;0,04257424291212035;2631;17667;5269;anova;dropout;;22;10,0;;;;;;2;adam;minmax
3954;2024-01-15 20:10:31.899448;0,531054675579071;;leaky_relu;0,2947934487837533;0,37211779466056105;256;27,0;0,20227481692940946;96,0;True;normalizer;0,1687605325810008;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08270592298865341;;2;adam;minmax
3955;2024-01-15 20:10:59.997715;0,5357421636581421;;leaky_relu;0,04873794668499072;0,4431508865185162;256;29,0;0,10050365799190544;98,0;True;normalizer;0,034220424161872286;2631;17667;5269;anova;dropout;;22;7,0;;;;0,0227249212120433;;2;adam;minmax
3956;2024-01-15 20:11:36.092367;0,527539074420929;;leaky_relu;0,21078977044904051;0,5312575584271754;256;28,0;0,26968857116955636;100,0;True;normalizer;0,05216188197391841;2631;17667;5269;anova;dropout;;14;8,0;;;;0,025986447543546065;;2;adam;minmax
3957;2024-01-15 20:12:06.481180;0,4594131112098694;;relu;0,16310896347063053;0,9795104528570838;128;30,0;0,2315835805378983;98,0;True;normalizer;0,09613140912339714;2631;17667;5269;anova;dropout;;23;7,0;;;;;;2;adam;minmax
3958;2024-01-15 20:12:45.448420;0,532031238079071;;leaky_relu;0,06529632228936533;0,4964664951648385;256;29,0;0,26025024754287296;95,0;True;normalizer;0,13660848656430405;2631;17667;5269;anova;dropout;;19;7,0;;;;0,030075743940780233;;2;adam;minmax
3959;2024-01-15 20:13:22.989120;0,534375011920929;;leaky_relu;0,027765706735924076;0,4165088327564798;256;29,0;0,12598329322561996;96,0;True;normalizer;0,0679787715500078;2631;17667;5269;anova;dropout;;23;9,0;;;;0,01942095731942309;;2;adam;minmax
3960;2024-01-15 20:13:51.113256;0,49140626192092896;;leaky_relu;0,027946759701020365;0,356638316328424;256;26,0;0,29605969393378195;98,0;True;normalizer;0,02822289386075763;2631;17667;5269;pca;dropout;;21;8,0;;;;0,08080666723281742;;2;adam;minmax
3961;2024-01-15 20:14:26.613096;0,530078113079071;;leaky_relu;0,18157244697024164;0,9393923034782126;256;28,0;0,15208706880547015;95,0;True;normalizer;0,07762758466015178;2631;17667;5269;anova;dropout;;22;8,0;;;;0,06884315224485726;;2;adam;normalizer
3962;2024-01-15 20:15:10.912070;0,5298827886581421;;selu;0,4346718261238557;0,39326905409833746;256;7,0;0,25408209308614715;100,0;True;normalizer;0,03292290495541257;2631;17667;5269;anova;dropout;;20;7,0;;;;;;2;adam;minmax
3963;2024-01-15 20:15:52.183070;0,4597264528274536;;leaky_relu;0,3329515010649201;0,09136121941413622;16;30,0;;;False;;0,0263757337718911;2631;17667;5269;anova;batchnorm;;23;9,0;;;;0,0722853906157139;;2;adam;minmax
3964;2024-01-15 20:19:34.929256;0,5322265625;;leaky_relu;0,35426276102987103;0,5631219821222248;256;30,0;0,19666047151117275;94,0;True;normalizer;0,08778004124716553;2631;17667;5269;anova;dropout;;22;7,0;;;;0,07708784895525543;;2;adam;minmax
3965;2024-01-15 20:20:01.160515;0,40058594942092896;;relu;0,09742130721375455;0,4285255130958063;256;;0,21675649239577116;3,0;True;minmax;0,03528334330420383;2631;17667;5269;;dropout;;22;7,0;20,0;;;;;3;adam;minmax
3966;2024-01-15 20:20:30.200498;0,5249999761581421;;leaky_relu;0,3869426713844555;0,47214638514017904;256;29,0;;95,0;True;normalizer;0,043510284896227706;2631;17667;5269;anova;vanilla;;21;7,0;11,0;9,0;;0,034134297953638204;;4;adam;minmax
3967;2024-01-15 20:21:00.935873;0,534960925579071;;leaky_relu;0,35709331931936467;0,577735715456541;256;28,0;0,1742235626939536;98,0;True;normalizer;0,0605932074486956;2631;17667;5269;anova;dropout;;23;7,0;;;;0,03838195190184304;;2;adam;minmax
3968;2024-01-15 20:21:27.894287;0,5345703363418579;;leaky_relu;0,14040152985752752;0,12184802992488239;256;29,0;0,1806659414652888;97,0;True;normalizer;0,030006933589315325;2631;17667;5269;anova;dropout;;22;8,0;;;;0,0744919401547813;;2;adam;maxabs
3969;2024-01-15 20:22:01.451521;0,5357421636581421;;leaky_relu;0,0807750992809167;0,7720943546509591;256;30,0;0,2868264926028379;96,0;True;normalizer;0,051760012860471966;2631;17667;5269;anova;dropout;;21;7,0;;;;0,07147599515139885;;2;adam;minmax
3970;2024-01-15 20:22:28.233717;0,535351574420929;;selu;0,012393408932697912;0,6839725756521247;256;29,0;0,23864450696655942;94,0;True;normalizer;0,025896861241879923;2631;17667;5269;anova;dropout;;23;8,0;;;;;;2;adam;minmax
3971;2024-01-15 20:22:58.570563;0,5347656011581421;;leaky_relu;0,2739839940736677;0,6530157416911501;256;30,0;0,2393939064918376;100,0;True;normalizer;0,03930280987010138;2631;17667;5269;anova;dropout;;23;9,0;;;;0,036467008993719505;;2;adam;minmax
3972;2024-01-15 20:23:24.936278;0,2515625059604645;;leaky_relu;0,049546891860928886;0,9653283134382592;256;28,0;0,26238072543594215;9,0;True;maxabs;0,03601632206681863;2631;17667;5269;anova;dropout;;8;7,0;;;;0,032481106472017705;;2;adam;minmax
3973;2024-01-15 20:23:51.288392;0,5228515863418579;;leaky_relu;0,42405277184018786;0,3786528444341166;256;29,0;0,1454290994785155;98,0;True;normalizer;0,4466205559249639;2631;17667;5269;anova;dropout;;21;7,0;;;;0,07376099428576456;;2;adam;minmax
3974;2024-01-15 20:24:22.028538;0,5357421636581421;;relu;0,11956647313606024;0,5978235434243407;256;28,0;0,2266848464677873;94,0;True;normalizer;0,14273026088554053;2631;17667;5269;anova;dropout;;22;8,0;;;;;;2;adam;minmax
3975;2024-01-15 20:24:50.667755;0,537109375;;leaky_relu;0,01055099534878634;0,35175481952675236;256;27,0;0,12666632841501765;96,0;True;normalizer;0,03095958227781771;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08046989948777868;;2;adam;minmax
3976;2024-01-15 20:25:21.177195;0,536328136920929;;leaky_relu;0,0407618293454059;0,3510997024775529;256;30,0;0,14604334979439176;94,0;True;normalizer;0,02621535005330135;2631;17667;5269;anova;dropout;;23;7,0;;;;0,0787329075061962;;2;adam;minmax
3977;2024-01-15 20:25:47.124041;0,5323932766914368;;leaky_relu;0,01032243244781804;0,34275740918146186;64;29,0;0,13403429203130687;94,0;True;normalizer;0,029683774713245726;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08245635882135166;;2;adam;minmax
3978;2024-01-15 20:27:04.841134;0,5355468988418579;;leaky_relu;0,04949537710389745;0,3368103598785908;256;30,0;0,15271921797714136;94,0;True;normalizer;0,024807132836270573;2631;17667;5269;anova;dropout;;23;7,0;;;;0,07968776873421483;;2;adam;minmax
3979;2024-01-15 20:27:32.279736;0,5318216681480408;;selu;0,2446762826888455;0,3277641939994267;32;29,0;0,16190420591245894;93,0;True;normalizer;0,026986121576456728;2631;17667;5269;anova;dropout;;23;7,0;;;;;;2;adam;minmax
3980;2024-01-15 20:29:24.194426;0,5302734375;;leaky_relu;0,07137456872170626;0,3458280999287539;256;30,0;0,28394959740810016;94,0;True;normalizer;0,19512789645705753;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08217010991557525;;2;adam;minmax
3981;2024-01-15 20:30:00.897716;0,5267578363418579;;leaky_relu;0,22711040748515643;0,3635444303759835;256;29,0;0,1335482939427248;;False;;0,028898629448450314;2631;17667;5269;anova;dropout;;23;7,0;;;;0,07708659483697433;;2;adam;minmax
3982;2024-01-15 20:30:26.391497;0,5322265625;;leaky_relu;0,30372832104161324;0,31441667831094683;256;28,0;0,25404174509331146;95,0;True;normalizer;0,03122429463821442;2631;17667;5269;anova;dropout;;23;6,0;;;;0,06577140877004205;;2;adam;minmax
3983;2024-01-15 20:30:54.246900;0,4594131112098694;;relu;0,47919873181870687;0,35825445678268636;128;30,0;0,14309775805068883;96,0;True;normalizer;0,10643660285158767;2631;17667;5269;anova;dropout;;23;7,0;;;;;;2;adam;minmax
3984;2024-01-15 20:31:32.982814;0,5201171636581421;;leaky_relu;0,010174093148745553;0,3592015518049953;256;29,0;0,157194637128125;95,0;True;normalizer;0,027254351660152356;2631;17667;5269;pca;dropout;;23;6,0;;;;0,08037597387891522;;2;adam;minmax
3985;2024-01-15 20:32:03.455173;0,46210938692092896;;leaky_relu;0,38496656341533986;0,012062666228459085;256;28,0;;94,0;True;normalizer;0,0240307184769484;2631;17667;5269;anova;batchnorm;;23;6,0;;;;0,0716911822467329;;2;adam;normalizer
3986;2024-01-15 20:32:33.478235;0,5337890386581421;;leaky_relu;0,1681203907416818;0,32865694239310506;256;27,0;0,1894488716292201;96,0;True;normalizer;0,02459899920169042;2631;17667;5269;anova;dropout;;23;7,0;;;;0,07437273247011726;;2;adam;minmax
3987;2024-01-15 20:33:09.893953;0,532031238079071;;leaky_relu;0,10197666198406347;0,3389119996243339;256;;;94,0;True;normalizer;0,031920631358608155;2631;17667;5269;;vanilla;;23;6,0;;;;0,07628269072034853;;2;adam;minmax
3988;2024-01-15 20:33:40.236100;0,5322265625;;selu;0,1956316206130786;0,3747521967643302;256;17,0;0,30352015167722196;94,0;True;normalizer;0,08181066288154915;2631;17667;5269;anova;dropout;;23;;;;;;;1;adam;minmax
3989;2024-01-15 20:34:37.462725;0,5322948098182678;;leaky_relu;0,35909006540701516;0,3452962083164943;16;30,0;0,17062989162145215;96,0;True;normalizer;0,03143169969943233;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07888885327608412;;2;adam;minmax
3990;2024-01-15 20:38:37.584381;0,528124988079071;;leaky_relu;0,19126103813649886;0,9309382652620012;256;10,0;0,16376782565808456;94,0;True;normalizer;0,006286714347387865;2631;17667;5269;anova;dropout;;22;7,0;8,0;26,0;4,0;0,08357298405505523;;5;adam;maxabs
3991;2024-01-15 20:39:13.465151;0,4078125059604645;;leaky_relu;0,31309265638180683;0,3105382925330552;256;29,0;0,19015367375940467;1,0;True;minmax;0,11715516270582557;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07052462124996202;;2;adam;minmax
3992;2024-01-15 20:40:19.782527;0,5316406488418579;;relu;0,14423232832628566;0,8159049173753988;256;29,0;0,12612909838601913;96,0;True;normalizer;0,02359079368272878;2631;17667;5269;anova;dropout;;22;6,0;;;;;;2;adam;minmax
3993;2024-01-15 20:41:00.855916;0,533203125;;leaky_relu;0,32617566858702335;0,3191089704627128;256;30,0;0,30487207577126646;94,0;True;normalizer;0,07205547691525509;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07982660451950742;;2;adam;minmax
3994;2024-01-15 20:41:35.294769;0,531445324420929;;leaky_relu;0,18346525273358694;0,3644943318821472;256;29,0;0,2685204806868922;94,0;True;normalizer;0,33213123712885906;2631;17667;5269;anova;dropout;;23;30,0;;;;0,0840086250173052;;2;adam;minmax
3995;2024-01-15 20:43:05.963973;0,2515625059604645;;leaky_relu;0,03552229480459213;0,9492210293776496;256;30,0;0,14405212521392013;4,0;True;maxabs;0,006538410902979531;2631;17667;5269;anova;dropout;;22;7,0;;;;0,08517707389388361;;2;adam;minmax
3996;2024-01-15 20:43:49.746769;0,5337890386581421;;leaky_relu;0,45315536060746187;0,6250644181854181;256;28,0;0,28368725730535416;94,0;True;normalizer;0,02567857922248637;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08132638269592259;;2;adam;minmax
3997;2024-01-15 20:44:37.203113;0,5048828125;;selu;0,20702880235786258;0,6156149008154282;256;30,0;0,20115210560339955;96,0;True;normalizer;0,12607813010389954;2631;17667;5269;anova;dropout;;22;19,0;;;;;;2;adam;minmax
3998;2024-01-15 20:46:01.542028;0,5345703363418579;;leaky_relu;0,060790185611502734;0,16311965463919403;256;29,0;0,12374657936553454;96,0;True;normalizer;0,0318839388394824;2631;17667;5269;anova;dropout;;22;6,0;;;;0,06707174135983107;;2;adam;minmax
3999;2024-01-15 20:46:43.515887;0,5345703363418579;;leaky_relu;0,4987024990635467;0,5582950966420721;256;29,0;0,1303701164653151;93,0;True;normalizer;0,08824436407791769;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07634654156181016;;2;adam;minmax
4000;2024-01-15 20:47:19.649273;0,46210938692092896;;relu;0,24648875393832376;0,6513568579979738;256;28,0;0,2100140532832772;;False;;0,7131444356637051;2631;17667;5269;anova;dropout;;23;7,0;;;;;;2;adam;minmax
4001;2024-01-15 20:48:02.382949;0,533203125;;leaky_relu;0,3114020171522396;0,5408661451648592;256;30,0;0,18007107267119285;96,0;True;normalizer;0,09395128027295897;2631;17667;5269;anova;dropout;;22;6,0;13,0;;;0,06404256338364214;;3;adam;minmax
4002;2024-01-15 20:49:21.747972;0,5188643336296082;;leaky_relu;0,11960006192796678;0,37620047051041117;64;30,0;0,2437632049440799;93,0;True;normalizer;0,19784134490323332;2631;17667;5269;anova;dropout;;23;7,0;;;;0,06486780792321764;;2;adam;minmax
4003;2024-01-15 20:50:31.008597;0,531054675579071;;leaky_relu;0,33832214078015577;0,20537643995363863;256;29,0;0,1355524936177127;94,0;True;normalizer;0,21006747497481365;2631;17667;5269;anova;dropout;;22;6,0;;;;0,07027096853686664;;2;adam;minmax
4004;2024-01-15 20:51:38.082204;0,5314405560493469;;leaky_relu;0,2114236544476198;0,34847813274630796;32;28,0;0,26908268141393377;97,0;True;normalizer;0,02310142637085909;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07389049734075716;;2;adam;minmax
4005;2024-01-15 20:53:28.474727;0,4937500059604645;;leaky_relu;0,4420913635446458;0,7301109018156776;256;27,0;0,2762304012421981;93,0;True;normalizer;0,027789070412797785;2631;17667;5269;pca;dropout;;22;7,0;;;;0,08221463941629187;;2;adam;minmax
4006;2024-01-15 20:53:56.127235;0,46210938692092896;;selu;0,0315693413260132;0,9821203245090737;256;30,0;0,2976420311222102;96,0;True;normalizer;0,18044119926412683;2631;17667;5269;anova;dropout;;9;6,0;;;;;;2;adam;minmax
4007;2024-01-15 20:54:22.594231;0,5296875238418579;;leaky_relu;0,010103320686837811;0,7924938383509167;256;29,0;0,2357280392793643;94,0;True;normalizer;0,13804388436628362;2631;17667;5269;anova;dropout;;22;7,0;;;;0,06471112224165199;;2;adam;minmax
4008;2024-01-15 20:54:53.823707;0,5347656011581421;;leaky_relu;0,08427413712763226;0,3292724566193428;256;30,0;0,3113813136041504;93,0;True;normalizer;0,005706674411014566;2631;17667;5269;anova;dropout;;23;6,0;;;;0,06712849119074754;;2;adam;normalizer
4009;2024-01-15 20:55:40.499988;0,46210938692092896;;relu;0,19573770221897177;0,08662325310858293;256;;;97,0;True;normalizer;0,14850283186686297;2631;17667;5269;;batchnorm;;23;6,0;;;;;;2;adam;minmax
4010;2024-01-15 20:56:08.515937;0,5299161672592163;;leaky_relu;0,06706753354771389;0,9999744497737834;128;28,0;;96,0;True;normalizer;0,6004048505018625;2631;17667;5269;anova;vanilla;;22;7,0;;;;0,07436223594136344;;2;adam;minmax
4011;2024-01-15 20:56:45.773144;0,524218738079071;;leaky_relu;0,38549730385633296;0,05212513800686827;256;29,0;0,2596982339013851;94,0;True;normalizer;0,03539909181690701;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07564469180632406;;2;adam;maxabs
4012;2024-01-15 20:57:12.970850;0,4300781190395355;;leaky_relu;0,5049775637442198;0,506162154376494;256;29,0;0,11965013520024181;9,0;True;minmax;0,10148475093545745;2631;17667;5269;anova;dropout;;22;21,0;;;;0,017350135878743185;;2;adam;minmax
4013;2024-01-15 20:57:48.940556;0,46210938692092896;;leaky_relu;0,460651199540628;0,19022755143470138;256;30,0;0,16946193113549565;97,0;True;normalizer;0,49356648765614924;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07042573573571553;;2;adam;minmax
4014;2024-01-15 20:58:15.194592;0,5326172113418579;;leaky_relu;0,17489721546527653;0,758844627735266;256;27,0;0,15498755065735867;95,0;True;normalizer;0,021858310768152624;2631;17667;5269;anova;dropout;;22;7,0;;;;0,015526149264101716;;2;adam;minmax
4015;2024-01-15 20:58:42.284661;0,5347656011581421;;leaky_relu;0,2623683465282256;0,1841328803625908;256;28,0;0,22000033969428376;94,0;True;normalizer;0,06536490272124824;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08264734875044714;;2;adam;minmax
4016;2024-01-15 20:59:11.300319;0,5315349698066711;;selu;0,09705868980168031;0,5879447577117589;16;30,0;0,2256603304912765;93,0;True;normalizer;0,026179604951008205;2631;17667;5269;anova;dropout;;22;6,0;;;;;;2;adam;minmax
4017;2024-01-15 21:02:53.674786;0,529296875;;leaky_relu;0,4158988633718723;0,387866357946216;256;29,0;0,2890920986122251;97,0;True;normalizer;0,0789512064345423;2631;17667;5269;anova;dropout;;23;6,0;;;;0,06901863911803821;;2;adam;minmax
4018;2024-01-15 21:03:21.619371;0,2515625059604645;;relu;0,5168653020173825;0,9622741643096209;256;29,0;0,18382592264178704;5,0;True;maxabs;0,021411726373595858;2631;17667;5269;anova;dropout;;22;7,0;;;;;;2;adam;minmax
4019;2024-01-15 21:03:48.131959;0,509960949420929;;leaky_relu;0,28127718504014276;0,032359756074053725;256;30,0;0,25457989573230544;;False;;0,03129564241642289;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07797998288910556;;2;adam;minmax
4020;2024-01-15 21:04:16.088915;0,534960925579071;;leaky_relu;0,3435796059911826;0,14285656629579108;256;28,0;0,1434287091233203;93,0;True;normalizer;0,11249375349636924;2631;17667;5269;anova;dropout;;22;6,0;;;;0,07884568597016496;;2;adam;minmax
4021;2024-01-15 21:04:45.123678;0,526562511920929;;leaky_relu;0,48274285268288486;0,5191289312874806;256;26,0;0,19369439106433406;98,0;True;normalizer;0,2723521349750306;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08489471178739691;;2;adam;minmax
4022;2024-01-15 21:05:15.729689;0,5283203125;;leaky_relu;0,40112675090584665;0,6705247747529481;256;30,0;0,21139887847103767;95,0;True;normalizer;0,006733654159345331;2631;17667;5269;anova;dropout;;22;6,0;;;;0,03946498226339767;;2;adam;minmax
4023;2024-01-15 21:05:42.735173;0,533203125;;selu;0,03279857872475252;0,9292270085083831;256;29,0;0,2789378336552884;96,0;True;normalizer;0,05823350450629382;2631;17667;5269;anova;dropout;;23;6,0;;;;;;2;adam;minmax
4024;2024-01-15 21:06:11.338838;0,5341796875;;leaky_relu;0,15654824632423245;0,740864280089945;256;28,0;0,3190701360808902;93,0;True;normalizer;0,16038641635421708;2631;17667;5269;anova;dropout;;22;;;;;0,03630155508395146;;1;adam;minmax
4025;2024-01-15 21:06:36.533740;0,5357421636581421;;leaky_relu;0,12615518420460298;0,8236638854271678;256;30,0;0,24909306596398031;93,0;True;normalizer;0,02616946887716216;2631;17667;5269;anova;dropout;;23;7,0;;;;0,07012816816544641;;2;adam;minmax
4026;2024-01-15 21:07:14.083306;0,5181640386581421;;relu;0,060057404461289;0,7123187043042434;256;29,0;0,16678184078712832;98,0;True;normalizer;0,007155717637704101;2631;17667;5269;pca;dropout;;22;6,0;;;;;;2;adam;minmax
4027;2024-01-15 21:07:45.729791;0,5274389982223511;;leaky_relu;0,30556176201138696;0,36108138265231093;64;13,0;0,20274309287630393;93,0;True;normalizer;0,02047630269553601;2631;17667;5269;anova;dropout;;23;7,0;;;;0,07924605320042147;;2;adam;minmax
4028;2024-01-15 21:08:46.651904;0,533984363079071;;leaky_relu;0,07934048041152383;0,6413548971248353;256;30,0;0,1271470537380644;96,0;True;normalizer;0,03348670463842323;2631;17667;5269;anova;dropout;;22;6,0;;;;0,0628688973467464;;2;adam;normalizer
4029;2024-01-15 21:09:26.817551;0,5269531011581421;;leaky_relu;0,19428737633846846;0,12642073663261272;256;29,0;;95,0;True;normalizer;0,007760583071716121;2631;17667;5269;anova;batchnorm;;23;6,0;;;;0,07172488039060912;;2;adam;minmax
4030;2024-01-15 21:09:54.258161;0,5304877758026123;;leaky_relu;0,03196998471992446;0,3207735674121102;32;23,0;0,34375336212251856;98,0;True;normalizer;0,02390863584725369;2631;17667;5269;anova;dropout;;22;7,0;;;;0,08600541317054437;;2;adam;minmax
4031;2024-01-15 21:11:51.089014;0,46210938692092896;;selu;0,4240732199824489;0,943724279214656;256;;;93,0;True;normalizer;0,07123185187476742;2631;17667;5269;;vanilla;;23;14,0;;;;;;2;adam;minmax
4032;2024-01-15 21:12:18.539518;0,5308593511581421;;leaky_relu;0,5291449434121914;0,3047583411561741;256;28,0;0,22653319188057824;96,0;True;normalizer;0,045069493356999904;2631;17667;5269;anova;dropout;;22;6,0;;;;0,07405174867285615;;2;adam;minmax
4033;2024-01-15 21:12:45.381300;0,528124988079071;;leaky_relu;0,46152425643406547;0,37015971876761916;256;29,0;0,2326755799050216;93,0;True;normalizer;0,005150350709158104;2631;17667;5269;anova;dropout;;23;7,0;;;;0,06569850294558996;;2;adam;maxabs
4034;2024-01-15 21:13:11.992179;0,36835938692092896;;leaky_relu;0,3009311016489936;0,39449193693536067;256;30,0;0,3055476113263701;9,0;True;minmax;0,02895828747074029;2631;17667;5269;anova;dropout;;23;6,0;;;;0,035728419823891404;;2;adam;minmax
4035;2024-01-15 21:13:38.775614;0,5326172113418579;;relu;0,01008335726286766;0,6772041115940008;256;29,0;0,14739436190779764;98,0;True;normalizer;0,020185545378180434;2631;17667;5269;anova;dropout;;22;7,0;;;;;;2;adam;minmax
4036;2024-01-15 21:14:05.434295;0,530078113079071;;leaky_relu;0,23195124453670413;0,33986796850471834;256;30,0;0,2935207234000325;95,0;True;normalizer;0,16756936666420183;2631;17667;5269;anova;dropout;;22;6,0;;;;0,08086876197870047;;2;adam;minmax
4037;2024-01-15 21:14:37.193979;0,5327743887901306;;leaky_relu;0,04560414128194529;0,627565844852443;128;29,0;0,1354141498232834;13,0;True;normalizer;0,03559049958717234;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07365361652765748;;2;adam;minmax
4038;2024-01-15 21:15:24.560835;0,512499988079071;;leaky_relu;0,24510056959906393;0,8027003996669531;256;28,0;0,33186389110000136;;False;;0,05242358601526549;2631;17667;5269;anova;dropout;;22;7,0;;;;0,08108266721582214;;2;adam;minmax
4039;2024-01-15 21:15:50.898717;0,5283203125;;leaky_relu;0,13435649929167126;0,975295347498868;256;27,0;0,15199634209294066;95,0;True;normalizer;0,12728269973442355;2631;17667;5269;anova;dropout;;23;6,0;;;;0,040926189761529445;;2;adam;minmax
4040;2024-01-15 21:16:32.028543;0,534960925579071;;selu;0,10887433796627041;0,5420157438420663;256;30,0;0,1689400646638472;97,0;True;normalizer;0,03970362336581107;2631;17667;5269;anova;dropout;;22;6,0;;;;;;2;adam;minmax
4041;2024-01-15 21:16:58.247872;0,5309650301933289;;leaky_relu;0,3832297370341464;0,9322220008649611;16;30,0;0,17885958167505017;93,0;True;normalizer;0,10040137693256951;2631;17667;5269;anova;dropout;;23;7,0;;;;0,03750264670981243;;2;adam;minmax
4042;2024-01-15 21:20:42.265761;0,46210938692092896;;leaky_relu;0,4971803010552633;0,38385947479496996;256;29,0;0,24817795928616984;2,0;True;maxabs;0,44788509639654434;2631;17667;5269;anova;dropout;;23;6,0;;;;0,07783624464788558;;2;adam;minmax
