match;Date;season;Div;HomeTeam;AwayTeam;FTHG;FTAG;label;prediction_sota;draw_sota;home_sota;away_sota;prediction_own;draw_own;home_own;away_own;accurate_flag_sota;rps_sota;accurate_flag_own;rps_own;dif_res
6177;2020-11-07;T20-21;D1;RB Leipzig;Freiburg;3;0;1,0;1,0;0,164;0,7332;0,1029;1,0;0,1426;0,796;0,0614;1,0;0,018731920000000003;1,0;0,012052359999999995;-0,006679560000000008
26765;2020-11-07;T20-21;F1;Paris SG;Rennes;3;0;1,0;1,0;0,2012;0,6565;0,1422;1,0;0,104;0,8584;0,0376;1,0;0,030365365000000012;1,0;0,006114879999999998;-0,024250485000000016
35337;2020-11-07;T20-21;I1;Cagliari;Sampdoria;2;0;1,0;1,0;0,2751;0,3916;0,3333;1,0;0,287;0,4349;0,2781;1,0;0,09338444999999998;1,0;0,07985430499999999;-0,013530144999999993
6180;2020-11-07;T20-21;D1;Dortmund;Bayern Munich;2;3;2,0;1,0;0,2319;0,4645;0,3037;2,0;0,1926;0,1503;0,6571;0,0;0,269375285;1,0;0,07733758499999999;-0,19203770000000003
45452;2020-11-07;T20-21;SP1;Barcelona;Betis;5;2;1,0;1,0;0,1985;0,6581;0,1434;1,0;0,1021;0,8619;0,0359;1,0;0,029982904999999997;1,0;0,005860205;-0,024122699999999997
45453;2020-11-07;T20-21;SP1;Sevilla;Osasuna;1;0;1,0;1,0;0,2677;0,4974;0,235;1,0;0,2266;0,6386;0,1348;1,0;0,06342065;1,0;0,03475930000000001;-0,028661349999999988
16225;2020-11-08;T20-21;E0;Leicester;Wolves;1;0;1,0;1,0;0,2855;0,5026;0,2119;1,0;0,2514;0,5788;0,1697;1,0;0,06320593;1,0;0,04601699999999999;-0,017188930000000005
35342;2020-11-08;T20-21;I1;Genoa;Roma;1;3;2,0;2,0;0,2261;0,1789;0,5949;2,0;0,1838;0,1413;0,6749;1,0;0,10757310500000002;1,0;0,069736225;-0,03783688000000002
26772;2020-11-08;T20-21;F1;Lyon;St Etienne;2;1;1,0;1,0;0,2448;0,6027;0,1525;1,0;0,2407;0,6064;0,1528;1,0;0,041591645;1,0;0,04065744999999999;-0,0009341950000000057
6181;2020-11-08;T20-21;D1;Wolfsburg;Hoffenheim;2;1;1,0;1,0;0,3023;0,401;0,2967;1,0;0,2834;0,4405;0,2761;1,0;0,08970808999999999;1,0;0,078273385;-0,01143470499999999
35344;2020-11-08;T20-21;I1;Bologna;Napoli;0;1;2,0;2,0;0,2246;0,172;0,6034;2,0;0,2771;0,2577;0,4652;1,0;0,10386835999999998;1,0;0,18139772499999998;0,077529365
45456;2020-11-08;T20-21;SP1;Sociedad;Granada;2;0;1,0;1,0;0,2519;0,551;0,197;1,0;0,247;0,5917;0,1612;1,0;0,05115101;1,0;0,043513345;-0,007637664999999995
6182;2020-11-08;T20-21;D1;Leverkusen;M'gladbach;4;3;1,0;1,0;0,24;0,5681;0,1919;1,0;0,2581;0,5057;0,2362;1,0;0,047212805;1,0;0,06120302499999999;0,01399021999999999
26775;2020-11-21;T20-21;F1;Brest;St Etienne;4;1;1,0;1,0;0,2899;0,4599;0,2502;1,0;0,3042;0,4163;0,2795;1,0;0,073321025;1,0;0,085328945;0,012007920000000005
6189;2020-11-21;T20-21;D1;Hertha;Dortmund;2;5;2,0;2,0;0,2438;0,2029;0,5534;2,0;0,2512;0,2155;0,5333;1,0;0,129489665;1,0;0,140455165;0,01096549999999999
6187;2020-11-21;T20-21;D1;Schalke 04;Wolfsburg;0;2;2,0;2,0;0,2737;0,295;0,4313;2,0;0,2874;0,2929;0,4197;1,0;0,19916569;1,0;0,20967342500000002;0,010507735000000018
35348;2020-11-21;T20-21;I1;Juventus;Cagliari;2;0;1,0;1,0;0,21;0,6685;0,1214;1,0;0,105;0,8573;0,0377;1,0;0,029431125000000002;1,0;0,006223145000000002;-0,02320798
16228;2020-11-21;T20-21;E0;Newcastle;Chelsea;0;2;2,0;2,0;0,2815;0,246;0,4726;2,0;0,2053;0,164;0,6306;1,0;0,17874924999999997;1,0;0,08926529000000001;-0,08948395999999996
45463;2020-11-21;T20-21;SP1;Sevilla;Celta;4;2;1,0;1,0;0,2449;0,6101;0,1449;1,0;0,2195;0,6538;0,1267;1,0;0,040500505000000006;1,0;0,03211656999999999;-0,008383935000000016
26780;2020-11-22;T20-21;F1;Angers;Lyon;0;1;2,0;2,0;0,3063;0,2939;0,3998;2,0;0,2127;0,1739;0,6134;1,0;0,22702986500000005;1,0;0,09735042499999999;-0,12967944000000006
16235;2020-11-22;T20-21;E0;Liverpool;Leicester;3;0;1,0;1,0;0,2049;0,623;0,1721;1,0;0,0988;0,8659;0,0353;1,0;0,03580121000000001;1,0;0,005503765;-0,030297445000000006
35351;2020-11-22;T20-21;I1;Roma;Parma;3;0;1,0;1,0;0,1671;0,7325;0,1005;1,0;0,132;0,8133;0,0547;1,0;0,019001284999999993;1,0;0,010208044999999999;-0,008793239999999994
35350;2020-11-22;T20-21;I1;Inter;Torino;4;2;1,0;1,0;0,2166;0,6727;0,1107;1,0;0,1203;0,8323;0,0474;1,0;0,029585025;1,0;0,008359425;-0,0212256
6192;2020-11-27;T20-21;D1;Wolfsburg;Werder Bremen;5;3;1,0;1,0;0,3107;0,4252;0,2641;1,0;0,1892;0,7126;0,0981;1,0;0,08314164999999998;1,0;0,022719939999999997;-0,06042170999999999
16240;2020-11-28;T20-21;E0;Man City;Burnley;5;0;1,0;1,0;0,1749;0,7055;0,1196;1,0;0,1152;0,8396;0,0452;1,0;0,02244708499999999;1,0;0,00765704;-0,014790044999999991
35356;2020-11-28;T20-21;I1;Sassuolo;Inter;0;3;2,0;1,0;0,2799;0,3862;0,334;2,0;0,2625;0,2481;0,4894;0,0;0,2610166099999999;1,0;0,16480930499999996;-0,09620730499999997
45473;2020-11-28;T20-21;SP1;Huesca;Sevilla;0;1;2,0;2,0;0,272;0,2919;0,4361;2,0;0,2683;0,2412;0,4905;1,0;0,19598360500000003;1,0;0,16578757;-0,030196035000000038
45472;2020-11-28;T20-21;SP1;Valencia;Ath Madrid;0;1;2,0;2,0;0,2786;0,272;0,4494;2,0;0,2823;0,284;0,4337;1,0;0,19038916;1,0;0,20019449;0,009805330000000001
6198;2020-11-28;T20-21;D1;M'gladbach;Schalke 04;4;1;1,0;1,0;0,2653;0,4978;0,2369;1,0;0,1556;0,7742;0,0702;1,0;0,06325285;1,0;0,014569700000000001;-0,048683149999999994
35361;2020-11-29;T20-21;I1;Milan;Fiorentina;2;0;1,0;1,0;0,2048;0,6505;0,1446;1,0;0,1611;0,7638;0,0751;1,0;0,031440565000000004;1,0;0,015796609999999996;-0,015643955000000008
45477;2020-11-29;T20-21;SP1;Celta;Granada;3;1;1,0;1,0;0,2882;0,3792;0,3326;1,0;0,3049;0,4203;0,2749;1,0;0,09684100000000001;1,0;0,08423952499999998;-0,012601475000000029
45475;2020-11-29;T20-21;SP1;Barcelona;Osasuna;4;0;1,0;1,0;0,2143;0,6146;0,1711;1,0;0,1019;0,8622;0,0359;1,0;0,037599850000000004;1,0;0,005836210000000002;-0,03176364
35363;2020-11-29;T20-21;I1;Napoli;Roma;4;0;1,0;1,0;0,2818;0,4197;0,2985;1,0;0,2756;0,3999;0,3245;1,0;0,084256745;1,0;0,090627805;0,006371060000000012
26790;2020-11-29;T20-21;F1;Monaco;Nimes;3;0;1,0;1,0;0,1947;0,6769;0,1285;1,0;0,2278;0,6364;0,1358;1,0;0,027197325000000012;1,0;0,03516724;0,00796991499999999
26786;2020-11-29;T20-21;F1;Lyon;Reims;3;0;1,0;1,0;0,2082;0,6456;0,1462;1,0;0,2586;0,563;0,1784;1,0;0,032360840000000016;1,0;0,04935026000000002;0,016989420000000005
16247;2020-11-30;T20-21;E0;West Ham;Aston Villa;2;1;1,0;1,0;0,2858;0,4429;0,2713;1,0;0,263;0,5523;0,1847;1,0;0,077642665;1,0;0,051641545;-0,026001120000000003
26793;2020-12-04;T20-21;F1;Nimes;Marseille;0;2;2,0;2,0;0,2607;0,2212;0,5181;2,0;0,2758;0,2799;0,4443;1,0;0,15009604999999998;1,0;0,192434065;0,04233801500000001
6201;2020-12-04;T20-21;D1;Hertha;Union Berlin;3;1;1,0;1,0;0,2968;0,4127;0,2905;1,0;0,2807;0,4674;0,252;1,0;0,086240245;1,0;0,07112305000000001;-0,015117194999999986
16250;2020-12-05;T20-21;E0;West Ham;Man United;1;3;2,0;2,0;0,2864;0,3408;0,3727;2,0;0,2674;0,2436;0,489;1,0;0,23770239999999998;1,0;0,16631188;-0,07139051999999999
16249;2020-12-05;T20-21;E0;Man City;Fulham;2;0;1,0;1,0;0,1615;0,739;0,0995;1,0;0,107;0,853;0,04;1,0;0,017991250000000004;1,0;0,006524500000000001;-0,011466750000000003
35368;2020-12-05;T20-21;I1;Inter;Bologna;3;1;1,0;1,0;0,1939;0,7036;0,1024;1,0;0,1169;0,838;0,0451;1,0;0,024051730000000004;1,0;0,007849810000000002;-0,01620192
35367;2020-12-05;T20-21;I1;Juventus;Torino;2;1;1,0;1,0;0,1782;0,7119;0,1099;1,0;0,1116;0,8468;0,0416;1,0;0,021916625;1,0;0,0070925599999999995;-0,014824064999999999
26795;2020-12-05;T20-21;F1;Montpellier;Paris SG;1;3;2,0;2,0;0,2861;0,33;0,3839;2,0;0,2394;0,2053;0,5553;1,0;0,23071621000000006;1,0;0,127535225;-0,10318098500000006
45482;2020-12-05;T20-21;SP1;Sevilla;Real Madrid;0;1;2,0;1,0;0,2689;0,4292;0,3019;2,0;0,2853;0,287;0,4277;0,0;0,27982540999999994;1,0;0,20446169000000003;-0,07536371999999991
45481;2020-12-05;T20-21;SP1;Levante;Getafe;3;0;1,0;1,0;0,2995;0,4065;0,294;1,0;0,3079;0,3943;0,2978;1,0;0,08806812500000001;1,0;0,09174362500000002;0,003675500000000012
45483;2020-12-05;T20-21;SP1;Ath Madrid;Valladolid;2;0;1,0;1,0;0,1483;0,7818;0,0699;1,0;0,1276;0,8212;0,0512;1,0;0,013439449999999995;1,0;0,009451599999999996;-0,003987849999999999
16253;2020-12-06;T20-21;E0;Sheffield United;Leicester;1;2;2,0;2,0;0,2868;0,292;0,4213;2,0;0,271;0,2587;0,4702;1,0;0,20863184;1,0;0,17701154500000005;-0,031620294999999965
16254;2020-12-06;T20-21;E0;Tottenham;Arsenal;2;0;1,0;1,0;0,2394;0,6119;0,1488;1,0;0,2724;0,5199;0,2077;1,0;0,03971202500000001;1,0;0,058670524999999994;0,018958499999999982
16255;2020-12-06;T20-21;E0;Liverpool;Wolves;4;0;1,0;1,0;0,187;0,7138;0,0993;1,0;0,1024;0,8603;0,0373;1,0;0,022404819999999995;1,0;0,005938525;-0,016466294999999995
6208;2020-12-06;T20-21;D1;Schalke 04;Leverkusen;0;3;2,0;2,0;0,2088;0,1906;0,6006;2,0;0,2079;0,1663;0,6258;1,0;0,1015589;1,0;0,091624025;-0,009934874999999996
35373;2020-12-06;T20-21;I1;Sampdoria;Milan;1;2;2,0;2,0;0,2454;0,1913;0,5632;2,0;0,2558;0,242;0,5022;1,0;0,125464025;1,0;0,15661924000000002;0,031155215000000014
26796;2020-12-06;T20-21;F1;Lille;Monaco;2;1;1,0;1,0;0,2694;0,5668;0,1638;1,0;0,272;0,4616;0,2664;1,0;0,049703399999999995;1,0;0,07247648;0,02277308
26798;2020-12-06;T20-21;F1;Bordeaux;Brest;1;0;1,0;1,0;0,282;0,5051;0,2129;1,0;0,2795;0,4815;0,2391;1,0;0,06242520500000001;1,0;0,067620625;0,005195419999999992
26802;2020-12-06;T20-21;F1;Metz;Lyon;1;3;2,0;2,0;0,2994;0,239;0,4616;2,0;0,2712;0,2627;0,4661;1,0;0,18975746;1,0;0,179299325;-0,01045813499999998
6209;2020-12-07;T20-21;D1;Hoffenheim;Augsburg;3;1;1,0;1,0;0,2787;0,454;0,2673;1,0;0,2522;0,5788;0,169;1,0;0,07456149;1,0;0,046082920000000006;-0,028478569999999988
45490;2020-12-11;T20-21;SP1;Valladolid;Osasuna;3;2;1,0;1,0;0,2827;0,4159;0,3014;1,0;0,285;0,492;0,223;1,0;0,085380625;1,0;0,06547700000000001;-0,019903624999999994
6210;2020-12-11;T20-21;D1;Wolfsburg;Ein Frankfurt;2;1;1,0;1,0;0,2347;0,5747;0,1907;1,0;0,2262;0,6102;0,1636;1,0;0,045706224999999996;1,0;0,0389657;-0,006740524999999997
45493;2020-12-12;T20-21;SP1;Huesca;Alaves;1;0;1,0;1,0;0,2993;0,4074;0,2933;1,0;0,3085;0,3912;0,3003;1,0;0,08780269000000002;1,0;0,09267617;0,004873479999999986
45492;2020-12-12;T20-21;SP1;Getafe;Sevilla;0;1;2,0;2,0;0,2974;0,3505;0,3521;2,0;0,2786;0,2732;0,4482;1,0;0,25411058499999994;1,0;0,19105060000000007;-0,06305998499999987
45494;2020-12-12;T20-21;SP1;Real Madrid;Ath Madrid;2;0;1,0;1,0;0,2818;0,3848;0,3333;1,0;0,2648;0,488;0,2472;1,0;0,0952834;1,0;0,06561344000000002;-0,02966995999999998
26804;2020-12-12;T20-21;F1;Marseille;Monaco;2;1;1,0;1,0;0,2806;0,5076;0,2118;1,0;0,2612;0,5083;0,2305;1,0;0,0617978;1,0;0,06067784500000001;-0,001119954999999992
6215;2020-12-12;T20-21;D1;RB Leipzig;Werder Bremen;2;0;1,0;1,0;0,1928;0,681;0,1262;1,0;0,1154;0,8411;0,0435;1,0;0,026549139999999995;1,0;0,007604705000000004;-0,018944434999999992
35380;2020-12-13;T20-21;I1;Atalanta;Fiorentina;3;0;1,0;1,0;0,2725;0,4927;0,2348;1,0;0,2716;0,5299;0,1985;1,0;0,06469364499999998;1,0;0,05658440499999998;-0,008109239999999997
35381;2020-12-13;T20-21;I1;Bologna;Roma;1;5;2,0;2,0;0,2492;0,2168;0,534;2,0;0,2775;0,2994;0,423;1,0;0,13962831999999997;1,0;0,20490993;0,06528161000000002
6218;2020-12-13;T20-21;D1;Leverkusen;Hoffenheim;4;1;1,0;1,0;0,2051;0,64;0,1549;1,0;0,2592;0,5102;0,2306;1,0;0,033030010000000005;1,0;0,0601805;0,027150489999999992
35379;2020-12-13;T20-21;I1;Cagliari;Inter;1;3;2,0;2,0;0,2357;0,1797;0,5845;2,0;0,1977;0,1546;0,6477;1,0;0,114055825;1,0;0,08160028999999998;-0,03245553500000002
35382;2020-12-13;T20-21;I1;Napoli;Sampdoria;2;1;1,0;1,0;0,159;0,7504;0,0906;1,0;0,122;0,8304;0,0476;1,0;0,01674468;1,0;0,008574879999999998;-0,008169800000000003
35383;2020-12-13;T20-21;I1;Genoa;Juventus;1;3;2,0;2,0;0,2469;0,2028;0,5503;2,0;0,1805;0,1386;0,681;1,0;0,13159485;1,0;0,06720253;-0,06439232000000002
26807;2020-12-13;T20-21;F1;Brest;Reims;2;1;1,0;1,0;0,2669;0,4801;0,253;1,0;0,2986;0,4471;0,2543;1,0;0,06762230499999998;1,0;0,07691522499999998;0,009292919999999996
26811;2020-12-13;T20-21;F1;Lille;Bordeaux;2;1;1,0;1,0;0,2187;0,6639;0,1174;1,0;0,2264;0,6391;0,1344;1,0;0,030806224999999993;1,0;0,03467360500000001;0,0038673800000000175
45498;2020-12-13;T20-21;SP1;Barcelona;Levante;1;0;1,0;1,0;0,1838;0,679;0,1372;1,0;0,1205;0,8326;0,0469;1,0;0,026303139999999996;1,0;0,008359929999999996;-0,01794321
16262;2020-12-13;T20-21;E0;Southampton;Sheffield United;3;0;1,0;1,0;0,225;0,6226;0,1524;1,0;0,2435;0,5987;0,1577;1,0;0,03692538;1,0;0,042096544999999985;0,0051711649999999845
16266;2020-12-13;T20-21;E0;Leicester;Brighton;3;0;1,0;1,0;0,2476;0,5941;0,1583;1,0;0,2297;0,6322;0,1381;1,0;0,043182325000000014;1,0;0,03591685;-0,007265475000000014
45500;2020-12-15;T20-21;SP1;Real Madrid;Ath Bilbao;3;1;1,0;1,0;0,2073;0,676;0,1167;1,0;0,1132;0,8445;0,0423;1,0;0,028296089999999992;1,0;0,007301765;-0,020994324999999994
6222;2020-12-15;T20-21;D1;Werder Bremen;Dortmund;1;2;2,0;2,0;0,2355;0,2258;0,5387;2,0;0,1736;0,1324;0,6939;1,0;0,13412897;1,0;0,06188648;-0,07224248999999999
6223;2020-12-16;T20-21;D1;Schalke 04;Freiburg;0;2;2,0;1,0;0,2709;0,4254;0,3037;2,0;0,2968;0,3124;0,3908;0,0;0,27911024999999995;1,0;0,22960743999999997;-0,04950280999999998
6224;2020-12-16;T20-21;D1;Bayern Munich;Wolfsburg;2;1;1,0;1,0;0,1896;0,6721;0,1382;1,0;0,0964;0,8697;0,0339;1,0;0,027537524999999997;1,0;0,005221084999999998;-0,02231644
6226;2020-12-16;T20-21;D1;FC Koln;Leverkusen;0;4;2,0;2,0;0,2049;0,1609;0,6342;2,0;0,2488;0,2279;0,5233;1,0;0,08789682500000001;1,0;0,144572165;0,05667533999999999
6227;2020-12-16;T20-21;D1;Hoffenheim;RB Leipzig;0;1;2,0;2,0;0,2356;0,2098;0,5545;2,0;0,2765;0,2837;0,4398;1,0;0,12694426;1,0;0,195138145;0,06819388500000001
35390;2020-12-16;T20-21;I1;Inter;Napoli;1;0;1,0;1,0;0,2843;0,4318;0,2839;1,0;0,2817;0,3925;0,3258;1,0;0,08071285;1,0;0,092750265;0,012037414999999996
45501;2020-12-16;T20-21;SP1;Barcelona;Sociedad;2;1;1,0;1,0;0,2196;0,5525;0,2279;1,0;0,1127;0,8453;0,0421;1,0;0,050081284999999996;1,0;0,007232644999999996;-0,04284864
26816;2020-12-16;T20-21;F1;Nimes;Nice;0;2;2,0;1,0;0,296;0,4184;0,2855;2,0;0,2818;0,2746;0,4436;0,0;0,29899168;1,0;0,1944961;-0,10449557999999998
26817;2020-12-16;T20-21;F1;Reims;Nantes;3;2;1,0;1,0;0,2869;0,4569;0,2561;1,0;0,3029;0,4306;0,2665;1,0;0,073975025;1,0;0,08138532999999999;0,007410304999999992
26822;2020-12-16;T20-21;F1;Rennes;Marseille;2;1;1,0;2,0;0,3139;0,2808;0,4053;1,0;0,276;0,4812;0,2427;0,0;0,13140065;1,0;0,06756391999999999;-0,06383673000000002
26814;2020-12-16;T20-21;F1;Dijon;Lille;0;2;2,0;2,0;0,2625;0,2202;0,5173;2,0;0,2724;0,2628;0,4649;1,0;0,15095277000000001;1,0;0,18032039999999994;0,029367629999999922
16273;2020-12-16;T20-21;E0;Liverpool;Tottenham;2;1;1,0;1,0;0,2302;0,5691;0,2007;1,0;0,231;0,6199;0,1491;1,0;0,046636264999999996;1,0;0,037795905000000005;-0,008840359999999992
16276;2020-12-17;T20-21;E0;Sheffield United;Man United;2;3;2,0;2,0;0,2535;0,2024;0,5441;2,0;0,2298;0,1899;0,5803;1,0;0,13605352999999998;1,0;0,114478065;-0,021575464999999974
35394;2020-12-17;T20-21;I1;Roma;Torino;3;1;1,0;1,0;0,1628;0,7421;0,0952;1,0;0,1257;0,8238;0,0504;1,0;0,017773924999999996;1,0;0,00917537;-0,008598554999999996
45502;2020-12-18;T20-21;SP1;Ath Bilbao;Huesca;2;0;1,0;1,0;0,2899;0,5166;0,1936;1,0;0,2562;0,5688;0,175;1,0;0,060742130000000005;1,0;0,04813172;-0,012610410000000002
35397;2020-12-19;T20-21;I1;Parma;Juventus;0;4;2,0;2,0;0,277;0,224;0,499;2,0;0,1814;0,1395;0,679;1,0;0,16386499999999998;1,0;0,067941385;-0,09592361499999998
16279;2020-12-19;T20-21;E0;Everton;Arsenal;2;1;1,0;1,0;0,2768;0,5079;0,2153;1,0;0,3057;0,3491;0,3452;1,0;0,06148616500000001;1,0;0,106307765;0,04482159999999999
6229;2020-12-19;T20-21;D1;Augsburg;Ein Frankfurt;0;2;2,0;1,0;0,2683;0,469;0,2626;2,0;0,2795;0,2788;0,4417;0,0;0,30779808999999997;1,0;0,19490957;-0,11288851999999996
16278;2020-12-19;T20-21;E0;Southampton;Man City;0;1;2,0;2,0;0,2854;0,2838;0,4308;2,0;0,1812;0,1385;0,6803;1,0;0,20272089999999998;1,0;0,067520765;-0,135200135
16277;2020-12-19;T20-21;E0;Crystal Palace;Liverpool;0;7;2,0;2,0;0,2493;0,1904;0,5604;2,0;0,1768;0,136;0,6871;1,0;0,12774328999999998;1,0;0,06455104;-0,06319224999999998
6234;2020-12-19;T20-21;D1;Leverkusen;Bayern Munich;1;2;2,0;1,0;0,2469;0,439;0,3141;2,0;0,2559;0,2457;0,4984;0,0;0,26570921;1,0;0,15854368500000002;-0,10716552499999996
26825;2020-12-19;T20-21;F1;Nice;Lyon;1;4;2,0;2,0;0,3022;0,2549;0,443;2,0;0,2745;0,2714;0,4541;1,0;0,20084262500000002;1,0;0,18667853000000004;-0,014164094999999988
45506;2020-12-19;T20-21;SP1;Osasuna;Villarreal;1;3;2,0;2,0;0,2874;0,3345;0,3781;2,0;0,2998;0,3173;0,3829;1,0;0,234679185;1,0;0,235346225;0,0006670399999999799
45505;2020-12-19;T20-21;SP1;Levante;Sociedad;2;1;1,0;2,0;0,2908;0,3524;0,3568;1,0;0,3004;0,3672;0,3324;0,0;0,10593544;1,0;0,10036496;-0,005570480000000003
45509;2020-12-20;T20-21;SP1;Granada;Betis;2;0;1,0;1,0;0,2894;0,5122;0,1984;1,0;0,2914;0,4718;0,2368;1,0;0,06155746000000001;1,0;0,0704941;0,008936639999999996
45508;2020-12-20;T20-21;SP1;Celta;Alaves;2;0;1,0;1,0;0,2831;0,485;0,232;1,0;0,279;0,5098;0,2112;1,0;0,06696161;1,0;0,061223219999999995;-0,00573839000000001
35403;2020-12-20;T20-21;I1;Atalanta;Roma;4;1;1,0;2,0;0,2511;0,2537;0,4952;1,0;0,2711;0,4258;0,3032;0,0;0,15413712500000004;1,0;0,08268240999999998;-0,07145471500000006
6236;2020-12-20;T20-21;D1;Wolfsburg;Stuttgart;1;0;1,0;1,0;0,2415;0,5403;0,2182;1,0;0,1902;0,7109;0,0989;1,0;0,05296674499999999;1,0;0,022978625;-0,02998811999999999
26831;2020-12-20;T20-21;F1;Lorient;Rennes;0;3;2,0;2,0;0,2957;0,3149;0,3894;2,0;0,2808;0,2737;0,4454;1,0;0,230135425;1,0;0,19315944499999999;-0,03697598000000002
26827;2020-12-20;T20-21;F1;Dijon;Monaco;0;1;2,0;2,0;0,2729;0,3478;0,3793;2,0;0,2806;0,2826;0,4368;1,0;0,22987145;1,0;0,1979653;-0,031906149999999994
45511;2020-12-20;T20-21;SP1;Eibar;Real Madrid;1;3;2,0;2,0;0,2547;0,2236;0,5217;2,0;0,2197;0,1797;0,6006;1,0;0,14682148999999997;1,0;0,10389422499999998;-0,04292726499999999
6235;2020-12-20;T20-21;D1;Freiburg;Hertha;4;1;1,0;1,0;0,2771;0,4236;0,2993;1,0;0,2582;0,5407;0,2011;1,0;0,08318245000000002;1,0;0,05355422500000001;-0,029628225000000008
35402;2020-12-20;T20-21;I1;Sassuolo;Milan;1;2;2,0;2,0;0,2857;0,2972;0,417;2,0;0,2719;0,265;0,4631;1,0;0,21069844999999998;1,0;0,18109560999999996;-0,02960284000000002
16286;2020-12-21;T20-21;E0;Chelsea;West Ham;3;0;1,0;1,0;0,2652;0,5875;0,1473;1,0;0,1649;0,7568;0,0783;1,0;0,046014164999999996;1,0;0,01666145;-0,029352714999999995
45513;2020-12-22;T20-21;SP1;Valencia;Sevilla;0;1;2,0;1,0;0,2968;0,425;0,2782;2,0;0,2829;0,2842;0,4329;0,0;0,30454274;1,0;0,20081740999999997;-0,10372533
45516;2020-12-22;T20-21;SP1;Valladolid;Barcelona;0;3;2,0;2,0;0,2609;0,2611;0,478;2,0;0,1506;0,112;0,7374;1,0;0,17027640500000002;1,0;0,045819559999999995;-0,12445684500000002
45515;2020-12-22;T20-21;SP1;Sociedad;Ath Madrid;0;2;2,0;2,0;0,2895;0,2858;0,4247;2,0;0,2876;0,2974;0,415;1,0;0,20739016999999993;1,0;0,21246937999999999;0,005079210000000056
35407;2020-12-23;T20-21;I1;Verona;Inter;1;2;2,0;2,0;0,2244;0,1685;0,6072;2,0;0,2467;0,2266;0,5267;1,0;0,102362885;1,0;0,14243688999999998;0,04007400499999998
35411;2020-12-23;T20-21;I1;Roma;Cagliari;3;2;1,0;1,0;0,1831;0,7188;0,0981;1,0;0,1271;0,8215;0,0514;1,0;0,021574609999999998;1,0;0,009398184999999998;-0,012176425
26842;2020-12-23;T20-21;F1;Paris SG;Strasbourg;4;0;1,0;1,0;0,1581;0,7556;0,0863;1,0;0,1161;0,8393;0,0446;1,0;0,016221649999999994;1,0;0,007734184999999998;-0,008487464999999996
26839;2020-12-23;T20-21;F1;Lyon;Nantes;3;0;1,0;1,0;0,1696;0,7397;0,0906;1,0;0,1406;0,7999;0,0595;1,0;0,018495325;1,0;0,011654304999999995;-0,006841020000000005
26838;2020-12-23;T20-21;F1;Angers;Marseille;2;1;1,0;2,0;0,2953;0,2674;0,4373;1,0;0,3036;0,3799;0,3165;0,0;0,13921669000000003;1,0;0,096172605;-0,04304408500000004
26834;2020-12-23;T20-21;F1;Lens;Brest;2;1;1,0;1,0;0,2923;0,5115;0,1962;1,0;0,2633;0,5124;0,2243;1,0;0,06196686500000001;1,0;0,05981869000000001;-0,002148175000000002
35409;2020-12-23;T20-21;I1;Milan;Lazio;3;2;1,0;1,0;0,2444;0,5381;0,2175;1,0;0,1599;0,7658;0,0743;1,0;0,05351880500000001;1,0;0,015544249999999999;-0,03797455500000001
45519;2020-12-23;T20-21;SP1;Real Madrid;Granada;2;0;1,0;1,0;0,1873;0,7003;0,1124;1,0;0,1077;0,8532;0,039;1,0;0,023857524999999994;1,0;0,006564050000000002;-0,017293474999999992
26837;2020-12-23;T20-21;F1;Rennes;Metz;1;0;1,0;1,0;0,3142;0,5102;0,1756;1,0;0,2308;0,6299;0,1393;1,0;0,06477849999999999;1,0;0,036336564999999994;-0,028441934999999995
16288;2020-12-26;T20-21;E0;Aston Villa;Crystal Palace;3;0;1,0;1,0;0,2548;0,5163;0,2288;1,0;0,2547;0,5726;0,1728;1,0;0,058659125000000006;1,0;0,04734869000000001;-0,011310434999999994
16291;2020-12-26;T20-21;E0;Man City;Newcastle;2;0;1,0;1,0;0,1601;0,754;0,0858;1,0;0,1076;0,852;0,0404;1,0;0,016505409999999998;1,0;0,006604959999999999;-0,009900449999999998
16292;2020-12-26;T20-21;E0;Sheffield United;Everton;0;1;2,0;2,0;0,2924;0,3047;0,4029;2,0;0,2894;0,2981;0,4124;1,0;0,22101308499999997;1,0;0,21445430499999996;-0,006558780000000014
45525;2020-12-29;T20-21;SP1;Levante;Betis;4;3;1,0;1,0;0,2978;0,4685;0,2336;1,0;0,2692;0,536;0,1947;1,0;0,071650265;1,0;0,055207839999999994;-0,01644242500000001
45522;2020-12-29;T20-21;SP1;Sevilla;Villarreal;2;0;1,0;1,0;0,2845;0,4635;0,252;1,0;0,2566;0,5469;0,1965;1,0;0,072222125;1,0;0,05222790499999998;-0,01999422000000002
16299;2020-12-29;T20-21;E0;Brighton;Arsenal;0;1;2,0;2,0;0,2713;0,3504;0,3782;2,0;0,2826;0,2806;0,4369;1,0;0,23005728999999994;1,0;0,1985285;-0,031528789999999945
16303;2020-12-29;T20-21;E0;Man United;Wolves;1;0;1,0;1,0;0,1956;0,6783;0,1261;1,0;0,2336;0,6238;0,1426;1,0;0,027080285;1,0;0,03745185999999999;0,01037157499999999
16302;2020-12-29;T20-21;E0;West Brom;Leeds;0;5;2,0;2,0;0,2744;0,3216;0,404;2,0;0,2331;0,195;0,5719;1,0;0,21525567999999998;1,0;0,11880261000000002;-0,09645306999999996
