datetime;validation;test;batch_size;gamma_pi;gamma_scheduler;gamma_tabnet;lamda;lr;n_a;n_d;n_independent;n_shared;n_steps
2023-12-23 14:53:28.669284;0,5169871331502096;;1024;0,6957020388675491;0,2018941193891891;1,1343196315283774;0,09455973703670947;0,13525897169301382;9;38;3;2;8
2023-12-23 15:00:14.369463;0,5172762758421281;;4096;0,6705483750524467;0,34140288078589653;1,0180758440828794;0,08394497688325488;0,11917239927428021;17;40;5;3;7
2023-12-23 15:09:28.172653;0,5169871331502096;;4096;0,7036886904944957;0,3192915732085776;1,0511012328443832;0,0861822762178284;0,1683672817816619;26;41;5;3;7
2023-12-23 15:17:43.451349;0,5162642764204135;;4096;0,6338848616819012;0,37882170341224614;1,0426466780082504;0,09001393848960931;0,07388339223922855;19;44;5;3;7
2023-12-23 15:26:49.282789;0,5156859910365765;;4096;0,5927051382597889;0,2701873033930138;1,0923668728317915;0,08485468225104459;0,22420639553107988;12;49;5;3;7
2023-12-23 15:36:07.769621;0,515975133728495;;4096;0,717131838949279;0,11774182068946143;1,0130816089541037;0,08077538502346167;0,11397194606729331;10;46;5;3;8
2023-12-23 15:42:28.196058;0,5177099898800058;;4096;0,6794522631151725;0,464156809474794;1,0692734662471954;0,07680862423606302;0,09851789823009208;14;37;5;1;7
2023-12-23 15:47:39.044321;0,5164088477663727;;2048;0,6784585018440752;0,4599346516927347;1,0683190255478585;0,07644815879828709;0,011321968336073735;13;36;4;1;8
2023-12-23 15:56:35.604170;0,5172762758421281;;1024;0,6122986261349463;0,5433089663829179;1,1045111332236086;0,07265502722485281;0,08699113485733972;14;32;5;1;5
2023-12-23 16:02:28.128816;0,5162642764204135;;4096;0,7377786771770861;0,4258313650318781;1,1845808466619798;0,07799926381328978;0,06507648457995846;11;43;1;1;7
2023-12-23 16:07:43.687243;0,5166979904582911;;512;0,7810480950909483;0,4539478988756826;1,132494607131701;0,08819505138643906;0,10239963637940665;9;51;5;1;6
2023-12-23 16:17:06.151864;0,5175654185340466;;4096;0,6940912764362266;0,4094839622549542;1,0355062077954116;0,09290043631214584;0,14583622643545913;18;40;5;1;7
2023-12-23 16:23:42.818796;0,5169871331502096;;4096;0,7239767383100326;0,3922432450226919;1,0310761701244917;0,09320118953552235;0,14754697629908484;15;37;5;1;7
2023-12-23 16:28:33.502998;0,5166979904582911;;4096;0,6467918880078994;0,4357269424269204;1,1544011572483603;0,09734647308238384;0,20079105379131093;20;44;5;1;8
2023-12-23 16:35:51.047408;0,5172762758421281;;4096;0,6730452143230339;0,40546877064594583;1,0742824101698096;0,09492824939861362;0,12717771779394016;14;47;5;1;7
2023-12-23 16:42:59.648409;0,5168425618042504;;4096;0,6974354682377251;0,4849563902909751;1,0532297733322837;0,08009749931397744;0,3502753803537346;10;40;5;1;8
2023-12-23 16:53:16.515195;0,5177099898800058;;2048;0,6220235475887632;0,35821137994805247;1,1155314476363536;0,08976091015004097;0,17729439904043076;8;42;3;1;6
2023-12-23 16:58:47.528326;0,515975133728495;;4096;0,6303677952897365;0,35549412386794427;1,1145948618138626;0,09006583197085478;0,18637324722191406;8;49;3;1;6
2023-12-23 17:03:13.399986;0,5155414196906173;;1024;0,5766449101692;0,4159893506586235;1,0877678781593993;0,09874147918328235;0,27599935553579996;23;54;4;1;6
2023-12-23 17:09:28.896133;0,5156859910365765;;2048;0,6546392208334155;0,4716722214856581;1,1683646031544168;0,09286086175911425;0,15532877439454554;13;42;1;1;6
2023-12-23 17:12:43.936223;0,5166979904582911;;8192;0,6108940297698777;0,3625876841723353;1,0113935668204852;0,087940036001941;0,10573600653034228;12;45;5;2;6
2023-12-23 17:17:47.489588;0,5179991325719242;;2048;0,6864530241948845;0,2928332047119918;1,145380830491006;0,08325950727579236;0,12780800185410882;8;39;3;1;7
2023-12-23 17:22:23.426219;0,5179991325719242;;2048;0,6846365924634625;0,2978766769573057;1,1454146046414013;0,08449978862413773;0,12071781867307929;8;39;3;1;7
