matchId;Div;season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;pagerank_1_H;pagerank_1_A;pagerank_2_H;pagerank_2_A;pagerank_5_H;pagerank_5_A;pagerank_10_H;pagerank_10_A
123;D1;T00-01;2000-11-26;Munich 1860;Unterhaching;0;2;A;0,3530589577667837;0,3816150488266139;0,4593388387341679;0,419496268628779;0,5952348695685485;0,5455269744532747;0,5748939641507651;0,474209268570099
136;D1;T00-01;2000-12-09;Dortmund;Unterhaching;3;0;H;0,2993514999264401;0,3816150488266139;0,4028552098094871;0,419496268628779;0,6539906254739939;0,5455269744532747;0,6919917965505795;0,474209268570099
184;D1;T00-01;2001-02-10;Kaiserslautern;Unterhaching;4;0;H;0,6456543895127641;0,7951960994610519;0,5520949540179663;0,5881289775906776;0,7603726094393255;0,5820062195308887;0,6584398848598385;0,474209268570099
222;D1;T00-01;2001-03-10;Wolfsburg;Unterhaching;6;1;H;0,6685983704682474;0,4852774466855433;0,8263204042627134;0,4837902024349891;0,5801849168332925;0,5820062195308887;0,6276043443615803;0,474209268570099
215;D1;T00-01;2001-03-07;Hertha;Unterhaching;2;1;H;0,4447794433841189;0,4852774466855433;0,604525678604696;0,4837902024349891;0,6069660296583361;0,5820062195308887;0,6435965288684218;0,474209268570099
166;D1;T00-01;2001-01-27;Freiburg;Unterhaching;2;0;H;0,4121398222667447;0,7951960994610519;0,3557432235877822;0,5881289775906776;0,471781562559102;0,5820062195308887;0,5789447727162582;0,474209268570099
135;D1;T00-01;2000-12-09;Munich 1860;Hansa Rostock;2;1;H;0,3530589577667837;0,274671524790112;0,4593388387341679;0,2560148921273258;0,5952348695685485;0,5411866481797444;0,5748939641507651;0,5263888933047304
132;D1;T00-01;2000-12-03;Cottbus;Hansa Rostock;1;0;H;0,3783964901732935;0,274671524790112;0,3872056314537511;0,2560148921273258;0,584173837097289;0,5411866481797444;0,5138544833292057;0,5263888933047304
205;D1;T00-01;2001-02-25;Kaiserslautern;Hansa Rostock;0;1;A;0,4876796910531746;0,4771655730585149;0,6520873524785317;0,6227229966394311;0,7603726094393255;0,4318952636006086;0,6584398848598385;0,5263888933047304
221;D1;T00-01;2001-03-10;Hertha;Hansa Rostock;1;0;H;0,4447794433841189;0,4771655730585149;0,604525678604696;0,6227229966394311;0,6069660296583361;0,4318952636006086;0,6435965288684218;0,5263888933047304
