matchId;rounds;top1_H;top2_H;top3_H;top4_H;top5_H;top6_H;top7_H;down1_H;down2_H;down3_H;down4_H;down5_H;top1_A;top2_A;top3_A;top4_A;top5_A;top6_A;top7_A;down1_A;down2_A;down3_A;down4_A;down5_A
124;14,0;0,0;-1,0;-1,0;-5,0;-5,0;-7,0;-8,0;-16,0;-14,0;-14,0;-13,0;-12,0;8,0;7,0;7,0;3,0;3,0;1,0;0,0;-8,0;-6,0;-6,0;-5,0;-4,0
125;14,0;11,0;10,0;10,0;6,0;6,0;4,0;3,0;-5,0;-3,0;-3,0;-2,0;-1,0;14,0;13,0;13,0;9,0;9,0;7,0;6,0;-2,0;0,0;0,0;1,0;2,0
126;15,0;4,0;4,0;3,0;2,0;2,0;0,0;-1,0;-10,0;-9,0;-9,0;-7,0;-7,0;13,0;13,0;12,0;11,0;11,0;9,0;8,0;-1,0;0,0;0,0;2,0;2,0
127;15,0;2,0;2,0;1,0;0,0;0,0;-2,0;-3,0;-12,0;-11,0;-11,0;-9,0;-9,0;0,0;0,0;-1,0;-2,0;-2,0;-4,0;-5,0;-14,0;-13,0;-13,0;-11,0;-11,0
128;15,0;13,0;13,0;12,0;11,0;11,0;9,0;8,0;-1,0;0,0;0,0;2,0;2,0;8,0;8,0;7,0;6,0;6,0;4,0;3,0;-6,0;-5,0;-5,0;-3,0;-3,0
129;15,0;0,0;0,0;-1,0;-2,0;-2,0;-4,0;-5,0;-14,0;-13,0;-13,0;-11,0;-11,0;11,0;11,0;10,0;9,0;9,0;7,0;6,0;-3,0;-2,0;-2,0;0,0;0,0
130;15,0;14,0;14,0;13,0;12,0;12,0;10,0;9,0;0,0;1,0;1,0;3,0;3,0;2,0;2,0;1,0;0,0;0,0;-2,0;-3,0;-12,0;-11,0;-11,0;-9,0;-9,0
131;15,0;7,0;7,0;6,0;5,0;5,0;3,0;2,0;-7,0;-6,0;-6,0;-4,0;-4,0;1,0;1,0;0,0;-1,0;-1,0;-3,0;-4,0;-13,0;-12,0;-12,0;-10,0;-10,0
132;15,0;11,0;11,0;10,0;9,0;9,0;7,0;6,0;-3,0;-2,0;-2,0;0,0;0,0;10,0;10,0;9,0;8,0;8,0;6,0;5,0;-4,0;-3,0;-3,0;-1,0;-1,0
133;15,0;5,0;5,0;4,0;3,0;3,0;1,0;0,0;-9,0;-8,0;-8,0;-6,0;-6,0;10,0;10,0;9,0;8,0;8,0;6,0;5,0;-4,0;-3,0;-3,0;-1,0;-1,0
134;16,0;11,0;10,0;9,0;8,0;7,0;4,0;4,0;-6,0;-5,0;-3,0;-3,0;-2,0;7,0;6,0;5,0;4,0;3,0;0,0;0,0;-10,0;-9,0;-7,0;-7,0;-6,0
135;16,0;13,0;12,0;11,0;10,0;9,0;6,0;6,0;-4,0;-3,0;-1,0;-1,0;0,0;13,0;12,0;11,0;10,0;9,0;6,0;6,0;-4,0;-3,0;-1,0;-1,0;0,0
136;15,5;2,0;1,0;0,0;-1,0;-2,0;-5,0;-5,0;-15,0;-14,0;-12,0;-12,0;-11,0;11,0;11,0;10,0;9,0;9,0;7,0;6,0;-3,0;-2,0;-2,0;0,0;0,0
137;16,0;11,0;10,0;9,0;8,0;7,0;4,0;4,0;-6,0;-5,0;-3,0;-3,0;-2,0;16,0;15,0;14,0;13,0;12,0;9,0;9,0;-1,0;0,0;2,0;2,0;3,0
138;16,0;7,0;6,0;5,0;4,0;3,0;0,0;0,0;-10,0;-9,0;-7,0;-7,0;-6,0;4,0;3,0;2,0;1,0;0,0;-3,0;-3,0;-13,0;-12,0;-10,0;-10,0;-9,0
139;16,0;1,0;0,0;-1,0;-2,0;-3,0;-6,0;-6,0;-16,0;-15,0;-13,0;-13,0;-12,0;17,0;16,0;15,0;14,0;13,0;10,0;10,0;0,0;1,0;3,0;3,0;4,0
140;16,0;10,0;9,0;8,0;7,0;6,0;3,0;3,0;-7,0;-6,0;-4,0;-4,0;-3,0;14,0;13,0;12,0;11,0;10,0;7,0;7,0;-3,0;-2,0;0,0;0,0;1,0
141;16,0;0,0;-1,0;-2,0;-3,0;-4,0;-7,0;-7,0;-17,0;-16,0;-14,0;-14,0;-13,0;3,0;2,0;1,0;0,0;-1,0;-4,0;-4,0;-14,0;-13,0;-11,0;-11,0;-10,0
142;15,5;8,0;8,0;7,0;6,0;6,0;4,0;3,0;-6,0;-5,0;-5,0;-3,0;-3,0;7,0;6,0;5,0;4,0;3,0;0,0;0,0;-10,0;-9,0;-7,0;-7,0;-6,0
143;17,0;16,0;14,0;13,0;13,0;11,0;10,0;8,0;0,0;0,0;1,0;3,0;3,0;13,0;11,0;10,0;10,0;8,0;7,0;5,0;-3,0;-3,0;-2,0;0,0;0,0
144;16,5;14,0;13,0;12,0;11,0;10,0;7,0;7,0;-3,0;-2,0;0,0;0,0;1,0;0,0;-2,0;-3,0;-3,0;-5,0;-6,0;-8,0;-16,0;-16,0;-15,0;-13,0;-13,0
145;17,0;9,0;7,0;6,0;6,0;4,0;3,0;1,0;-7,0;-7,0;-6,0;-4,0;-4,0;10,0;8,0;7,0;7,0;5,0;4,0;2,0;-6,0;-6,0;-5,0;-3,0;-3,0
146;17,0;8,0;6,0;5,0;5,0;3,0;2,0;0,0;-8,0;-8,0;-7,0;-5,0;-5,0;3,0;1,0;0,0;0,0;-2,0;-3,0;-5,0;-13,0;-13,0;-12,0;-10,0;-10,0
147;17,0;3,0;1,0;0,0;0,0;-2,0;-3,0;-5,0;-13,0;-13,0;-12,0;-10,0;-10,0;12,0;10,0;9,0;9,0;7,0;6,0;4,0;-4,0;-4,0;-3,0;-1,0;-1,0
148;17,0;15,0;13,0;12,0;12,0;10,0;9,0;7,0;-1,0;-1,0;0,0;2,0;2,0;2,0;0,0;-1,0;-1,0;-3,0;-4,0;-6,0;-14,0;-14,0;-13,0;-11,0;-11,0
149;17,0;16,0;14,0;13,0;13,0;11,0;10,0;8,0;0,0;0,0;1,0;3,0;3,0;12,0;10,0;9,0;9,0;7,0;6,0;4,0;-4,0;-4,0;-3,0;-1,0;-1,0
150;16,5;12,0;10,0;9,0;9,0;7,0;6,0;4,0;-4,0;-4,0;-3,0;-1,0;-1,0;11,0;10,0;9,0;8,0;7,0;4,0;4,0;-6,0;-5,0;-3,0;-3,0;-2,0
151;17,0;5,0;3,0;2,0;2,0;0,0;-1,0;-3,0;-11,0;-11,0;-10,0;-8,0;-8,0;6,0;4,0;3,0;3,0;1,0;0,0;-2,0;-10,0;-10,0;-9,0;-7,0;-7,0
152;17,5;13,0;11,0;10,0;10,0;8,0;7,0;5,0;-3,0;-3,0;-2,0;0,0;0,0;14,0;13,0;13,0;11,0;10,0;8,0;7,0;-2,0;-2,0;0,0;0,0;1,0
153;18,0;8,0;7,0;7,0;5,0;4,0;2,0;1,0;-8,0;-8,0;-6,0;-6,0;-5,0;0,0;-1,0;-1,0;-3,0;-4,0;-6,0;-7,0;-16,0;-16,0;-14,0;-14,0;-13,0
154;18,0;10,0;9,0;9,0;7,0;6,0;4,0;3,0;-6,0;-6,0;-4,0;-4,0;-3,0;13,0;12,0;12,0;10,0;9,0;7,0;6,0;-3,0;-3,0;-1,0;-1,0;0,0
155;18,0;16,0;15,0;15,0;13,0;12,0;10,0;9,0;0,0;0,0;2,0;2,0;3,0;4,0;3,0;3,0;1,0;0,0;-2,0;-3,0;-12,0;-12,0;-10,0;-10,0;-9,0
156;18,0;13,0;12,0;12,0;10,0;9,0;7,0;6,0;-3,0;-3,0;-1,0;-1,0;0,0;1,0;0,0;0,0;-2,0;-3,0;-5,0;-6,0;-15,0;-15,0;-13,0;-13,0;-12,0
157;18,0;16,0;15,0;15,0;13,0;12,0;10,0;9,0;0,0;0,0;2,0;2,0;3,0;10,0;9,0;9,0;7,0;6,0;4,0;3,0;-6,0;-6,0;-4,0;-4,0;-3,0
158;18,0;7,0;6,0;6,0;4,0;3,0;1,0;0,0;-9,0;-9,0;-7,0;-7,0;-6,0;3,0;2,0;2,0;0,0;-1,0;-3,0;-4,0;-13,0;-13,0;-11,0;-11,0;-10,0
159;17,5;14,0;13,0;13,0;11,0;10,0;8,0;7,0;-2,0;-2,0;0,0;0,0;1,0;13,0;11,0;10,0;10,0;8,0;7,0;5,0;-3,0;-3,0;-2,0;0,0;0,0
160;18,0;6,0;5,0;5,0;3,0;2,0;0,0;-1,0;-10,0;-10,0;-8,0;-8,0;-7,0;1,0;0,0;0,0;-2,0;-3,0;-5,0;-6,0;-15,0;-15,0;-13,0;-13,0;-12,0
161;18,0;13,0;12,0;12,0;10,0;9,0;7,0;6,0;-3,0;-3,0;-1,0;-1,0;0,0;13,0;12,0;12,0;10,0;9,0;7,0;6,0;-3,0;-3,0;-1,0;-1,0;0,0
162;19,0;0,0;-1,0;-1,0;-3,0;-6,0;-6,0;-8,0;-19,0;-19,0;-17,0;-17,0;-16,0;16,0;15,0;15,0;13,0;10,0;10,0;8,0;-3,0;-3,0;-1,0;-1,0;0,0
163;19,0;1,0;0,0;0,0;-2,0;-5,0;-5,0;-7,0;-18,0;-18,0;-16,0;-16,0;-15,0;19,0;18,0;18,0;16,0;13,0;13,0;11,0;0,0;0,0;2,0;2,0;3,0
164;19,0;1,0;0,0;0,0;-2,0;-5,0;-5,0;-7,0;-18,0;-18,0;-16,0;-16,0;-15,0;17,0;16,0;16,0;14,0;11,0;11,0;9,0;-2,0;-2,0;0,0;0,0;1,0
165;19,0;17,0;16,0;16,0;14,0;11,0;11,0;9,0;-2,0;-2,0;0,0;0,0;1,0;8,0;7,0;7,0;5,0;2,0;2,0;0,0;-11,0;-11,0;-9,0;-9,0;-8,0
166;19,0;10,0;9,0;9,0;7,0;4,0;4,0;2,0;-9,0;-9,0;-7,0;-7,0;-6,0;16,0;15,0;15,0;13,0;10,0;10,0;8,0;-3,0;-3,0;-1,0;-1,0;0,0
167;19,0;6,0;5,0;5,0;3,0;0,0;0,0;-2,0;-13,0;-13,0;-11,0;-11,0;-10,0;9,0;8,0;8,0;6,0;3,0;3,0;1,0;-10,0;-10,0;-8,0;-8,0;-7,0
168;19,0;13,0;12,0;12,0;10,0;7,0;7,0;5,0;-6,0;-6,0;-4,0;-4,0;-3,0;13,0;12,0;12,0;10,0;7,0;7,0;5,0;-6,0;-6,0;-4,0;-4,0;-3,0
169;19,0;16,0;15,0;15,0;13,0;10,0;10,0;8,0;-3,0;-3,0;-1,0;-1,0;0,0;6,0;5,0;5,0;3,0;0,0;0,0;-2,0;-13,0;-13,0;-11,0;-11,0;-10,0
170;19,0;3,0;2,0;2,0;0,0;-3,0;-3,0;-5,0;-16,0;-16,0;-14,0;-14,0;-13,0;19,0;18,0;18,0;16,0;13,0;13,0;11,0;0,0;0,0;2,0;2,0;3,0
171;20,0;12,0;10,0;10,0;9,0;7,0;4,0;3,0;-9,0;-6,0;-6,0;-6,0;-6,0;3,0;1,0;1,0;0,0;-2,0;-5,0;-6,0;-18,0;-15,0;-15,0;-15,0;-15,0
172;20,0;10,0;8,0;8,0;7,0;5,0;2,0;1,0;-11,0;-8,0;-8,0;-8,0;-8,0;9,0;7,0;7,0;6,0;4,0;1,0;0,0;-12,0;-9,0;-9,0;-9,0;-9,0
173;20,0;21,0;19,0;19,0;18,0;16,0;13,0;12,0;0,0;3,0;3,0;3,0;3,0;5,0;3,0;3,0;2,0;0,0;-3,0;-4,0;-16,0;-13,0;-13,0;-13,0;-13,0
174;20,0;16,0;14,0;14,0;13,0;11,0;8,0;7,0;-5,0;-2,0;-2,0;-2,0;-2,0;2,0;0,0;0,0;-1,0;-3,0;-6,0;-7,0;-19,0;-16,0;-16,0;-16,0;-16,0
175;20,0;18,0;16,0;16,0;15,0;13,0;10,0;9,0;-3,0;0,0;0,0;0,0;0,0;8,0;6,0;6,0;5,0;3,0;0,0;-1,0;-13,0;-10,0;-10,0;-10,0;-10,0
176;20,0;12,0;10,0;10,0;9,0;7,0;4,0;3,0;-9,0;-6,0;-6,0;-6,0;-6,0;18,0;16,0;16,0;15,0;13,0;10,0;9,0;-3,0;0,0;0,0;0,0;0,0
177;20,0;11,0;9,0;9,0;8,0;6,0;3,0;2,0;-10,0;-7,0;-7,0;-7,0;-7,0;0,0;-2,0;-2,0;-3,0;-5,0;-8,0;-9,0;-21,0;-18,0;-18,0;-18,0;-18,0
178;20,0;18,0;16,0;16,0;15,0;13,0;10,0;9,0;-3,0;0,0;0,0;0,0;0,0;16,0;14,0;14,0;13,0;11,0;8,0;7,0;-5,0;-2,0;-2,0;-2,0;-2,0
179;20,0;18,0;16,0;16,0;15,0;13,0;10,0;9,0;-3,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;-1,0;-3,0;-6,0;-7,0;-19,0;-16,0;-16,0;-16,0;-16,0
180;21,0;16,0;14,0;14,0;11,0;8,0;8,0;5,0;-8,0;-5,0;-5,0;-4,0;-3,0;19,0;17,0;17,0;14,0;11,0;11,0;8,0;-5,0;-2,0;-2,0;-1,0;0,0
181;21,0;0,0;-2,0;-2,0;-5,0;-8,0;-8,0;-11,0;-24,0;-21,0;-21,0;-20,0;-19,0;21,0;19,0;19,0;16,0;13,0;13,0;10,0;-3,0;0,0;0,0;1,0;2,0
182;21,0;18,0;16,0;16,0;13,0;10,0;10,0;7,0;-6,0;-3,0;-3,0;-2,0;-1,0;24,0;22,0;22,0;19,0;16,0;16,0;13,0;0,0;3,0;3,0;4,0;5,0
183;21,0;8,0;6,0;6,0;3,0;0,0;0,0;-3,0;-16,0;-13,0;-13,0;-12,0;-11,0;11,0;9,0;9,0;6,0;3,0;3,0;0,0;-13,0;-10,0;-10,0;-9,0;-8,0
184;21,0;8,0;6,0;6,0;3,0;0,0;0,0;-3,0;-16,0;-13,0;-13,0;-12,0;-11,0;21,0;19,0;19,0;16,0;13,0;13,0;10,0;-3,0;0,0;0,0;1,0;2,0
185;21,0;2,0;0,0;0,0;-3,0;-6,0;-6,0;-9,0;-22,0;-19,0;-19,0;-18,0;-17,0;13,0;11,0;11,0;8,0;5,0;5,0;2,0;-11,0;-8,0;-8,0;-7,0;-6,0
186;21,0;2,0;0,0;0,0;-3,0;-6,0;-6,0;-9,0;-22,0;-19,0;-19,0;-18,0;-17,0;15,0;13,0;13,0;10,0;7,0;7,0;4,0;-9,0;-6,0;-6,0;-5,0;-4,0
187;21,0;5,0;3,0;3,0;0,0;-3,0;-3,0;-6,0;-19,0;-16,0;-16,0;-15,0;-14,0;14,0;12,0;12,0;9,0;6,0;6,0;3,0;-10,0;-7,0;-7,0;-6,0;-5,0
188;21,0;11,0;9,0;9,0;6,0;3,0;3,0;0,0;-13,0;-10,0;-10,0;-9,0;-8,0;20,0;18,0;18,0;15,0;12,0;12,0;9,0;-4,0;-1,0;-1,0;0,0;1,0
189;22,0;14,0;12,0;12,0;12,0;9,0;9,0;6,0;-9,0;-7,0;-5,0;-4,0;-4,0;15,0;13,0;13,0;13,0;10,0;10,0;7,0;-8,0;-6,0;-4,0;-3,0;-3,0
190;22,0;19,0;17,0;17,0;17,0;14,0;14,0;11,0;-4,0;-2,0;0,0;1,0;1,0;8,0;6,0;6,0;6,0;3,0;3,0;0,0;-15,0;-13,0;-11,0;-10,0;-10,0
191;22,0;2,0;0,0;0,0;0,0;-3,0;-3,0;-6,0;-21,0;-19,0;-17,0;-16,0;-16,0;18,0;16,0;16,0;16,0;13,0;13,0;10,0;-5,0;-3,0;-1,0;0,0;0,0
192;22,0;17,0;15,0;15,0;15,0;12,0;12,0;9,0;-6,0;-4,0;-2,0;-1,0;-1,0;2,0;0,0;0,0;0,0;-3,0;-3,0;-6,0;-21,0;-19,0;-17,0;-16,0;-16,0
193;22,0;18,0;16,0;16,0;16,0;13,0;13,0;10,0;-5,0;-3,0;-1,0;0,0;0,0;0,0;-2,0;-2,0;-2,0;-5,0;-5,0;-8,0;-23,0;-21,0;-19,0;-18,0;-18,0
194;22,0;11,0;9,0;9,0;9,0;6,0;6,0;3,0;-12,0;-10,0;-8,0;-7,0;-7,0;2,0;0,0;0,0;0,0;-3,0;-3,0;-6,0;-21,0;-19,0;-17,0;-16,0;-16,0
195;22,0;10,0;8,0;8,0;8,0;5,0;5,0;2,0;-13,0;-11,0;-9,0;-8,0;-8,0;23,0;21,0;21,0;21,0;18,0;18,0;15,0;0,0;2,0;4,0;5,0;5,0
196;22,0;13,0;11,0;11,0;11,0;8,0;8,0;5,0;-10,0;-8,0;-6,0;-5,0;-5,0;5,0;3,0;3,0;3,0;0,0;0,0;-3,0;-18,0;-16,0;-14,0;-13,0;-13,0
197;22,0;21,0;19,0;19,0;19,0;16,0;16,0;13,0;-2,0;0,0;2,0;3,0;3,0;5,0;3,0;3,0;3,0;0,0;0,0;-3,0;-18,0;-16,0;-14,0;-13,0;-13,0
198;23,0;3,0;1,0;1,0;0,0;-3,0;-3,0;-6,0;-20,0;-18,0;-14,0;-13,0;-13,0;17,0;15,0;15,0;14,0;11,0;11,0;8,0;-6,0;-4,0;0,0;1,0;1,0
199;23,0;0,0;-2,0;-2,0;-3,0;-6,0;-6,0;-9,0;-23,0;-21,0;-17,0;-16,0;-16,0;13,0;11,0;11,0;10,0;7,0;7,0;4,0;-10,0;-8,0;-4,0;-3,0;-3,0
200;23,0;16,0;14,0;14,0;13,0;10,0;10,0;7,0;-7,0;-5,0;-1,0;0,0;0,0;9,0;7,0;7,0;6,0;3,0;3,0;0,0;-14,0;-12,0;-8,0;-7,0;-7,0
201;23,0;9,0;7,0;7,0;6,0;3,0;3,0;0,0;-14,0;-12,0;-8,0;-7,0;-7,0;12,0;10,0;10,0;9,0;6,0;6,0;3,0;-11,0;-9,0;-5,0;-4,0;-4,0
202;23,0;16,0;14,0;14,0;13,0;10,0;10,0;7,0;-7,0;-5,0;-1,0;0,0;0,0;11,0;9,0;9,0;8,0;5,0;5,0;2,0;-12,0;-10,0;-6,0;-5,0;-5,0
203;23,0;2,0;0,0;0,0;-1,0;-4,0;-4,0;-7,0;-21,0;-19,0;-15,0;-14,0;-14,0;2,0;0,0;0,0;-1,0;-4,0;-4,0;-7,0;-21,0;-19,0;-15,0;-14,0;-14,0
204;23,0;23,0;21,0;21,0;20,0;17,0;17,0;14,0;0,0;2,0;6,0;7,0;7,0;21,0;19,0;19,0;18,0;15,0;15,0;12,0;-2,0;0,0;4,0;5,0;5,0
205;23,0;6,0;4,0;4,0;3,0;0,0;0,0;-3,0;-17,0;-15,0;-11,0;-10,0;-10,0;15,0;13,0;13,0;12,0;9,0;9,0;6,0;-8,0;-6,0;-2,0;-1,0;-1,0
206;24,0;0,0;-1,0;-3,0;-4,0;-4,0;-4,0;-7,0;-24,0;-19,0;-18,0;-17,0;-17,0;17,0;16,0;14,0;13,0;13,0;13,0;10,0;-7,0;-2,0;-1,0;0,0;0,0
207;23,5;11,0;10,0;8,0;7,0;7,0;7,0;4,0;-13,0;-8,0;-7,0;-6,0;-6,0;6,0;4,0;4,0;3,0;0,0;0,0;-3,0;-17,0;-15,0;-11,0;-10,0;-10,0
208;24,0;18,0;17,0;15,0;14,0;14,0;14,0;11,0;-6,0;-1,0;0,0;1,0;1,0;4,0;3,0;1,0;0,0;0,0;0,0;-3,0;-20,0;-15,0;-14,0;-13,0;-13,0
209;24,0;13,0;12,0;10,0;9,0;9,0;9,0;6,0;-11,0;-6,0;-5,0;-4,0;-4,0;1,0;0,0;-2,0;-3,0;-3,0;-3,0;-6,0;-23,0;-18,0;-17,0;-16,0;-16,0
210;24,0;19,0;18,0;16,0;15,0;15,0;15,0;12,0;-5,0;0,0;1,0;2,0;2,0;12,0;11,0;9,0;8,0;8,0;8,0;5,0;-12,0;-7,0;-6,0;-5,0;-5,0
211;23,5;16,0;14,0;14,0;13,0;10,0;10,0;7,0;-7,0;-5,0;-1,0;0,0;0,0;24,0;23,0;21,0;20,0;20,0;20,0;17,0;0,0;5,0;6,0;7,0;7,0
212;24,0;7,0;6,0;4,0;3,0;3,0;3,0;0,0;-17,0;-12,0;-11,0;-10,0;-10,0;10,0;9,0;7,0;6,0;6,0;6,0;3,0;-14,0;-9,0;-8,0;-7,0;-7,0
213;24,0;10,0;9,0;7,0;6,0;6,0;6,0;3,0;-14,0;-9,0;-8,0;-7,0;-7,0;4,0;3,0;1,0;0,0;0,0;0,0;-3,0;-20,0;-15,0;-14,0;-13,0;-13,0
214;24,0;3,0;2,0;0,0;-1,0;-1,0;-1,0;-4,0;-21,0;-16,0;-15,0;-14,0;-14,0;14,0;13,0;11,0;10,0;10,0;10,0;7,0;-10,0;-5,0;-4,0;-3,0;-3,0
215;24,0;4,0;3,0;1,0;0,0;0,0;0,0;-3,0;-20,0;-15,0;-14,0;-13,0;-13,0;17,0;16,0;14,0;13,0;13,0;13,0;10,0;-7,0;-2,0;-1,0;0,0;0,0
216;25,0;3,0;2,0;0,0;0,0;0,0;-1,0;-6,0;-23,0;-17,0;-17,0;-16,0;-15,0;9,0;8,0;6,0;6,0;6,0;5,0;0,0;-17,0;-11,0;-11,0;-10,0;-9,0
217;25,0;0,0;-1,0;-3,0;-3,0;-3,0;-4,0;-9,0;-26,0;-20,0;-20,0;-19,0;-18,0;20,0;19,0;17,0;17,0;17,0;16,0;11,0;-6,0;0,0;0,0;1,0;2,0
218;25,0;26,0;25,0;23,0;23,0;23,0;22,0;17,0;0,0;6,0;6,0;7,0;8,0;10,0;9,0;7,0;7,0;7,0;6,0;1,0;-16,0;-10,0;-10,0;-9,0;-8,0
219;25,0;18,0;17,0;15,0;15,0;15,0;14,0;9,0;-8,0;-2,0;-2,0;-1,0;0,0;4,0;3,0;1,0;1,0;1,0;0,0;-5,0;-22,0;-16,0;-16,0;-15,0;-14,0
220;25,0;11,0;10,0;8,0;8,0;8,0;7,0;2,0;-15,0;-9,0;-9,0;-8,0;-7,0;1,0;0,0;-2,0;-2,0;-2,0;-3,0;-8,0;-25,0;-19,0;-19,0;-18,0;-17,0
221;25,0;3,0;2,0;0,0;0,0;0,0;-1,0;-6,0;-23,0;-17,0;-17,0;-16,0;-15,0;15,0;14,0;12,0;12,0;12,0;11,0;6,0;-11,0;-5,0;-5,0;-4,0;-3,0
222;25,0;11,0;10,0;8,0;8,0;8,0;7,0;2,0;-15,0;-9,0;-9,0;-8,0;-7,0;19,0;18,0;16,0;16,0;16,0;15,0;10,0;-7,0;-1,0;-1,0;0,0;1,0
223;25,0;15,0;14,0;12,0;12,0;12,0;11,0;6,0;-11,0;-5,0;-5,0;-4,0;-3,0;20,0;19,0;17,0;17,0;17,0;16,0;11,0;-6,0;0,0;0,0;1,0;2,0
224;25,0;3,0;2,0;0,0;0,0;0,0;-1,0;-6,0;-23,0;-17,0;-17,0;-16,0;-15,0;12,0;11,0;9,0;9,0;9,0;8,0;3,0;-14,0;-8,0;-8,0;-7,0;-6,0
225;26,0;12,0;9,0;9,0;8,0;6,0;6,0;0,0;-17,0;-10,0;-9,0;-8,0;-8,0;13,0;10,0;10,0;9,0;7,0;7,0;1,0;-16,0;-9,0;-8,0;-7,0;-7,0
226;26,0;15,0;12,0;12,0;11,0;9,0;9,0;3,0;-14,0;-7,0;-6,0;-5,0;-5,0;0,0;-3,0;-3,0;-4,0;-6,0;-6,0;-12,0;-29,0;-22,0;-21,0;-20,0;-20,0
227;26,0;20,0;17,0;17,0;16,0;14,0;14,0;8,0;-9,0;-2,0;-1,0;0,0;0,0;6,0;3,0;3,0;2,0;0,0;0,0;-6,0;-23,0;-16,0;-15,0;-14,0;-14,0
228;26,0;4,0;1,0;1,0;0,0;-2,0;-2,0;-8,0;-25,0;-18,0;-17,0;-16,0;-16,0;3,0;0,0;0,0;-1,0;-3,0;-3,0;-9,0;-26,0;-19,0;-18,0;-17,0;-17,0
229;26,0;20,0;17,0;17,0;16,0;14,0;14,0;8,0;-9,0;-2,0;-1,0;0,0;0,0;17,0;14,0;14,0;13,0;11,0;11,0;5,0;-12,0;-5,0;-4,0;-3,0;-3,0
230;26,0;15,0;12,0;12,0;11,0;9,0;9,0;3,0;-14,0;-7,0;-6,0;-5,0;-5,0;29,0;26,0;26,0;25,0;23,0;23,0;17,0;0,0;7,0;8,0;9,0;9,0
231;26,0;6,0;3,0;3,0;2,0;0,0;0,0;-6,0;-23,0;-16,0;-15,0;-14,0;-14,0;13,0;10,0;10,0;9,0;7,0;7,0;1,0;-16,0;-9,0;-8,0;-7,0;-7,0
232;26,0;21,0;18,0;18,0;17,0;15,0;15,0;9,0;-8,0;-1,0;0,0;1,0;1,0;22,0;19,0;19,0;18,0;16,0;16,0;10,0;-7,0;0,0;1,0;2,0;2,0
233;26,0;12,0;9,0;9,0;8,0;6,0;6,0;0,0;-17,0;-10,0;-9,0;-8,0;-8,0;3,0;0,0;0,0;-1,0;-3,0;-3,0;-9,0;-26,0;-19,0;-18,0;-17,0;-17,0
234;27,0;10,0;9,0;7,0;7,0;7,0;7,0;1,0;-16,0;-12,0;-10,0;-10,0;-10,0;15,0;14,0;12,0;12,0;12,0;12,0;6,0;-11,0;-7,0;-5,0;-5,0;-5,0
235;27,0;0,0;-1,0;-3,0;-3,0;-3,0;-3,0;-9,0;-26,0;-22,0;-20,0;-20,0;-20,0;9,0;8,0;6,0;6,0;6,0;6,0;0,0;-17,0;-13,0;-11,0;-11,0;-11,0
236;27,0;10,0;9,0;7,0;7,0;7,0;7,0;1,0;-16,0;-12,0;-10,0;-10,0;-10,0;20,0;19,0;17,0;17,0;17,0;17,0;11,0;-6,0;-2,0;0,0;0,0;0,0
237;27,0;16,0;15,0;13,0;13,0;13,0;13,0;7,0;-10,0;-6,0;-4,0;-4,0;-4,0;20,0;19,0;17,0;17,0;17,0;17,0;11,0;-6,0;-2,0;0,0;0,0;0,0
238;27,0;3,0;2,0;0,0;0,0;0,0;0,0;-6,0;-23,0;-19,0;-17,0;-17,0;-17,0;15,0;14,0;12,0;12,0;12,0;12,0;6,0;-11,0;-7,0;-5,0;-5,0;-5,0
239;27,0;3,0;2,0;0,0;0,0;0,0;0,0;-6,0;-23,0;-19,0;-17,0;-17,0;-17,0;3,0;2,0;0,0;0,0;0,0;0,0;-6,0;-23,0;-19,0;-17,0;-17,0;-17,0
240;27,0;22,0;21,0;19,0;19,0;19,0;19,0;13,0;-4,0;0,0;2,0;2,0;2,0;9,0;8,0;6,0;6,0;6,0;6,0;0,0;-17,0;-13,0;-11,0;-11,0;-11,0
241;27,0;26,0;25,0;23,0;23,0;23,0;23,0;17,0;0,0;4,0;6,0;6,0;6,0;20,0;19,0;17,0;17,0;17,0;17,0;11,0;-6,0;-2,0;0,0;0,0;0,0
242;27,0;3,0;2,0;0,0;0,0;0,0;0,0;-6,0;-23,0;-19,0;-17,0;-17,0;-17,0;1,0;0,0;-2,0;-2,0;-2,0;-2,0;-8,0;-25,0;-21,0;-19,0;-19,0;-19,0
243;28,0;20,0;19,0;19,0;19,0;16,0;16,0;13,0;-4,0;-2,0;-1,0;0,0;0,0;10,0;9,0;9,0;9,0;6,0;6,0;3,0;-14,0;-12,0;-11,0;-10,0;-10,0
244;28,0;9,0;8,0;8,0;8,0;5,0;5,0;2,0;-15,0;-13,0;-12,0;-11,0;-11,0;20,0;19,0;19,0;19,0;16,0;16,0;13,0;-4,0;-2,0;-1,0;0,0;0,0
245;28,0;16,0;15,0;15,0;15,0;12,0;12,0;9,0;-8,0;-6,0;-5,0;-4,0;-4,0;24,0;23,0;23,0;23,0;20,0;20,0;17,0;0,0;2,0;3,0;4,0;4,0
246;28,0;1,0;0,0;0,0;0,0;-3,0;-3,0;-6,0;-23,0;-21,0;-20,0;-19,0;-19,0;0,0;-1,0;-1,0;-1,0;-4,0;-4,0;-7,0;-24,0;-22,0;-21,0;-20,0;-20,0
