matchId;rounds;top1_H;top2_H;top3_H;top4_H;top5_H;top6_H;top7_H;down1_H;down2_H;down3_H;down4_H;down5_H;top1_A;top2_A;top3_A;top4_A;top5_A;top6_A;top7_A;down1_A;down2_A;down3_A;down4_A;down5_A
31989;13,5;16,0;16,0;14,0;14,0;8,0;7,0;6,0;-6,0;-3,0;-2,0;0,0;1,0;11,0;9,0;9,0;7,0;3,0;2,0;2,0;-10,0;-9,0;-8,0;-4,0;-4,0
31990;14,0;8,0;8,0;6,0;6,0;0,0;-1,0;-2,0;-14,0;-11,0;-10,0;-8,0;-7,0;12,0;12,0;10,0;10,0;4,0;3,0;2,0;-10,0;-7,0;-6,0;-4,0;-3,0
31991;14,0;15,0;15,0;13,0;13,0;7,0;6,0;5,0;-7,0;-4,0;-3,0;-1,0;0,0;2,0;2,0;0,0;0,0;-6,0;-7,0;-8,0;-20,0;-17,0;-16,0;-14,0;-13,0
31992;14,0;12,0;12,0;10,0;10,0;4,0;3,0;2,0;-10,0;-7,0;-6,0;-4,0;-3,0;13,0;13,0;11,0;11,0;5,0;4,0;3,0;-9,0;-6,0;-5,0;-3,0;-2,0
31993;14,0;19,0;19,0;17,0;17,0;11,0;10,0;9,0;-3,0;0,0;1,0;3,0;4,0;9,0;9,0;7,0;7,0;1,0;0,0;-1,0;-13,0;-10,0;-9,0;-7,0;-6,0
31994;14,0;0,0;0,0;-2,0;-2,0;-8,0;-9,0;-10,0;-22,0;-19,0;-18,0;-16,0;-15,0;14,0;14,0;12,0;12,0;6,0;5,0;4,0;-8,0;-5,0;-4,0;-2,0;-1,0
31995;14,0;12,0;12,0;10,0;10,0;4,0;3,0;2,0;-10,0;-7,0;-6,0;-4,0;-3,0;0,0;0,0;-2,0;-2,0;-8,0;-9,0;-10,0;-22,0;-19,0;-18,0;-16,0;-15,0
31996;14,0;12,0;12,0;10,0;10,0;4,0;3,0;2,0;-10,0;-7,0;-6,0;-4,0;-3,0;10,0;10,0;8,0;8,0;2,0;1,0;0,0;-12,0;-9,0;-8,0;-6,0;-5,0
31997;15,0;14,0;12,0;12,0;10,0;4,0;4,0;2,0;-10,0;-8,0;-7,0;-5,0;-4,0;15,0;13,0;13,0;11,0;5,0;5,0;3,0;-9,0;-7,0;-6,0;-4,0;-3,0
31998;15,0;16,0;14,0;14,0;12,0;6,0;6,0;4,0;-8,0;-6,0;-5,0;-3,0;-2,0;10,0;8,0;8,0;6,0;0,0;0,0;-2,0;-14,0;-12,0;-11,0;-9,0;-8,0
31999;15,0;2,0;0,0;0,0;-2,0;-8,0;-8,0;-10,0;-22,0;-20,0;-19,0;-17,0;-16,0;19,0;17,0;17,0;15,0;9,0;9,0;7,0;-5,0;-3,0;-2,0;0,0;1,0
32000;15,0;12,0;10,0;10,0;8,0;2,0;2,0;0,0;-12,0;-10,0;-9,0;-7,0;-6,0;13,0;11,0;11,0;9,0;3,0;3,0;1,0;-11,0;-9,0;-8,0;-6,0;-5,0
32001;15,0;21,0;19,0;19,0;17,0;11,0;11,0;9,0;-3,0;-1,0;0,0;2,0;3,0;10,0;8,0;8,0;6,0;0,0;0,0;-2,0;-14,0;-12,0;-11,0;-9,0;-8,0
32002;15,0;12,0;10,0;10,0;8,0;2,0;2,0;0,0;-12,0;-10,0;-9,0;-7,0;-6,0;18,0;16,0;16,0;14,0;8,0;8,0;6,0;-6,0;-4,0;-3,0;-1,0;0,0
32003;15,0;0,0;-2,0;-2,0;-4,0;-10,0;-10,0;-12,0;-24,0;-22,0;-21,0;-19,0;-18,0;22,0;20,0;20,0;18,0;12,0;12,0;10,0;-2,0;0,0;1,0;3,0;4,0
32004;15,0;4,0;2,0;2,0;0,0;-6,0;-6,0;-8,0;-20,0;-18,0;-17,0;-15,0;-14,0;2,0;0,0;0,0;-2,0;-8,0;-8,0;-10,0;-22,0;-20,0;-19,0;-17,0;-16,0
32005;15,0;12,0;10,0;10,0;8,0;2,0;2,0;0,0;-12,0;-10,0;-9,0;-7,0;-6,0;12,0;10,0;10,0;8,0;2,0;2,0;0,0;-12,0;-10,0;-9,0;-7,0;-6,0
32006;15,0;15,0;13,0;13,0;11,0;5,0;5,0;3,0;-9,0;-7,0;-6,0;-4,0;-3,0;24,0;22,0;22,0;20,0;14,0;14,0;12,0;0,0;2,0;3,0;5,0;6,0
32007;16,0;16,0;16,0;14,0;12,0;8,0;8,0;6,0;-9,0;-6,0;-6,0;-3,0;-3,0;0,0;0,0;-2,0;-4,0;-8,0;-8,0;-10,0;-25,0;-22,0;-22,0;-19,0;-19,0
32008;16,0;19,0;19,0;17,0;15,0;11,0;11,0;9,0;-6,0;-3,0;-3,0;0,0;0,0;16,0;16,0;14,0;12,0;8,0;8,0;6,0;-9,0;-6,0;-6,0;-3,0;-3,0
32009;16,0;8,0;8,0;6,0;4,0;0,0;0,0;-2,0;-17,0;-14,0;-14,0;-11,0;-11,0;22,0;22,0;20,0;18,0;14,0;14,0;12,0;-3,0;0,0;0,0;3,0;3,0
32010;16,0;19,0;19,0;17,0;15,0;11,0;11,0;9,0;-6,0;-3,0;-3,0;0,0;0,0;10,0;10,0;8,0;6,0;2,0;2,0;0,0;-15,0;-12,0;-12,0;-9,0;-9,0
32011;16,0;8,0;8,0;6,0;4,0;0,0;0,0;-2,0;-17,0;-14,0;-14,0;-11,0;-11,0;25,0;25,0;23,0;21,0;17,0;17,0;15,0;0,0;3,0;3,0;6,0;6,0
32012;16,0;4,0;4,0;2,0;0,0;-4,0;-4,0;-6,0;-21,0;-18,0;-18,0;-15,0;-15,0;14,0;14,0;12,0;10,0;6,0;6,0;4,0;-11,0;-8,0;-8,0;-5,0;-5,0
32013;16,0;10,0;10,0;8,0;6,0;2,0;2,0;0,0;-15,0;-12,0;-12,0;-9,0;-9,0;13,0;13,0;11,0;9,0;5,0;5,0;3,0;-12,0;-9,0;-9,0;-6,0;-6,0
32014;16,0;22,0;22,0;20,0;18,0;14,0;14,0;12,0;-3,0;0,0;0,0;3,0;3,0;13,0;13,0;11,0;9,0;5,0;5,0;3,0;-12,0;-9,0;-9,0;-6,0;-6,0
32015;16,0;15,0;15,0;13,0;11,0;7,0;7,0;5,0;-10,0;-7,0;-7,0;-4,0;-4,0;12,0;12,0;10,0;8,0;4,0;4,0;2,0;-13,0;-10,0;-10,0;-7,0;-7,0
32016;16,0;2,0;2,0;0,0;-2,0;-6,0;-6,0;-8,0;-23,0;-20,0;-20,0;-17,0;-17,0;0,0;0,0;-2,0;-4,0;-8,0;-8,0;-10,0;-25,0;-22,0;-22,0;-19,0;-19,0
32017;17,0;8,0;8,0;6,0;1,0;0,0;-2,0;-2,0;-20,0;-17,0;-17,0;-11,0;-11,0;18,0;18,0;16,0;11,0;10,0;8,0;8,0;-10,0;-7,0;-7,0;-1,0;-1,0
32018;17,0;19,0;19,0;17,0;12,0;11,0;9,0;9,0;-9,0;-6,0;-6,0;0,0;0,0;7,0;7,0;5,0;0,0;-1,0;-3,0;-3,0;-21,0;-18,0;-18,0;-12,0;-12,0
32019;17,0;11,0;11,0;9,0;4,0;3,0;1,0;1,0;-17,0;-14,0;-14,0;-8,0;-8,0;0,0;0,0;-2,0;-7,0;-8,0;-10,0;-10,0;-28,0;-25,0;-25,0;-19,0;-19,0
32020;17,0;19,0;19,0;17,0;12,0;11,0;9,0;9,0;-9,0;-6,0;-6,0;0,0;0,0;15,0;15,0;13,0;8,0;7,0;5,0;5,0;-13,0;-10,0;-10,0;-4,0;-4,0
32021;17,0;16,0;16,0;14,0;9,0;8,0;6,0;6,0;-12,0;-9,0;-9,0;-3,0;-3,0;16,0;16,0;14,0;9,0;8,0;6,0;6,0;-12,0;-9,0;-9,0;-3,0;-3,0
32022;17,0;28,0;28,0;26,0;21,0;20,0;18,0;18,0;0,0;3,0;3,0;9,0;9,0;0,0;0,0;-2,0;-7,0;-8,0;-10,0;-10,0;-28,0;-25,0;-25,0;-19,0;-19,0
32023;17,0;25,0;25,0;23,0;18,0;17,0;15,0;15,0;-3,0;0,0;0,0;6,0;6,0;16,0;16,0;14,0;9,0;8,0;6,0;6,0;-12,0;-9,0;-9,0;-3,0;-3,0
32024;17,0;16,0;16,0;14,0;9,0;8,0;6,0;6,0;-12,0;-9,0;-9,0;-3,0;-3,0;10,0;10,0;8,0;3,0;2,0;0,0;0,0;-18,0;-15,0;-15,0;-9,0;-9,0
32025;17,0;10,0;10,0;8,0;3,0;2,0;0,0;0,0;-18,0;-15,0;-15,0;-9,0;-9,0;17,0;17,0;15,0;10,0;9,0;7,0;7,0;-11,0;-8,0;-8,0;-2,0;-2,0
32026;17,0;2,0;2,0;0,0;-5,0;-6,0;-8,0;-8,0;-26,0;-23,0;-23,0;-17,0;-17,0;25,0;25,0;23,0;18,0;17,0;15,0;15,0;-3,0;0,0;0,0;6,0;6,0
32027;18,0;23,0;22,0;20,0;18,0;17,0;15,0;13,0;-3,0;-3,0;0,0;3,0;4,0;26,0;25,0;23,0;21,0;20,0;18,0;16,0;0,0;0,0;3,0;6,0;7,0
32028;18,0;15,0;14,0;12,0;10,0;9,0;7,0;5,0;-11,0;-11,0;-8,0;-5,0;-4,0;17,0;16,0;14,0;12,0;11,0;9,0;7,0;-9,0;-9,0;-6,0;-3,0;-2,0
32029;18,0;17,0;16,0;14,0;12,0;11,0;9,0;7,0;-9,0;-9,0;-6,0;-3,0;-2,0;26,0;25,0;23,0;21,0;20,0;18,0;16,0;0,0;0,0;3,0;6,0;7,0
32030;18,0;14,0;13,0;11,0;9,0;8,0;6,0;4,0;-12,0;-12,0;-9,0;-6,0;-5,0;3,0;2,0;0,0;-2,0;-3,0;-5,0;-7,0;-23,0;-23,0;-20,0;-17,0;-16,0
32031;18,0;0,0;-1,0;-3,0;-5,0;-6,0;-8,0;-10,0;-26,0;-26,0;-23,0;-20,0;-19,0;16,0;15,0;13,0;11,0;10,0;8,0;6,0;-10,0;-10,0;-7,0;-4,0;-3,0
32032;18,0;5,0;4,0;2,0;0,0;-1,0;-3,0;-5,0;-21,0;-21,0;-18,0;-15,0;-14,0;12,0;11,0;9,0;7,0;6,0;4,0;2,0;-14,0;-14,0;-11,0;-8,0;-7,0
32033;18,0;1,0;0,0;-2,0;-4,0;-5,0;-7,0;-9,0;-25,0;-25,0;-22,0;-19,0;-18,0;6,0;5,0;3,0;1,0;0,0;-2,0;-4,0;-20,0;-20,0;-17,0;-14,0;-13,0
32034;18,0;16,0;15,0;13,0;11,0;10,0;8,0;6,0;-10,0;-10,0;-7,0;-4,0;-3,0;20,0;19,0;17,0;15,0;14,0;12,0;10,0;-6,0;-6,0;-3,0;0,0;1,0
32035;18,0;10,0;9,0;7,0;5,0;4,0;2,0;0,0;-16,0;-16,0;-13,0;-10,0;-9,0;19,0;18,0;16,0;14,0;13,0;11,0;9,0;-7,0;-7,0;-4,0;-1,0;0,0
32036;19,0;15,0;14,0;12,0;9,0;7,0;5,0;3,0;-14,0;-13,0;-11,0;-7,0;-6,0;0,0;-1,0;-3,0;-6,0;-8,0;-10,0;-12,0;-29,0;-28,0;-26,0;-22,0;-21,0
32037;18,5;8,0;7,0;5,0;3,0;2,0;0,0;-2,0;-18,0;-18,0;-15,0;-12,0;-11,0;26,0;25,0;23,0;20,0;18,0;16,0;14,0;-3,0;-2,0;0,0;4,0;5,0
32038;19,0;21,0;20,0;18,0;15,0;13,0;11,0;9,0;-8,0;-7,0;-5,0;-1,0;0,0;18,0;17,0;15,0;12,0;10,0;8,0;6,0;-11,0;-10,0;-8,0;-4,0;-3,0
32039;19,0;18,0;17,0;15,0;12,0;10,0;8,0;6,0;-11,0;-10,0;-8,0;-4,0;-3,0;19,0;18,0;16,0;13,0;11,0;9,0;7,0;-10,0;-9,0;-7,0;-3,0;-2,0
32040;19,0;6,0;5,0;3,0;0,0;-2,0;-4,0;-6,0;-23,0;-22,0;-20,0;-16,0;-15,0;8,0;7,0;5,0;2,0;0,0;-2,0;-4,0;-21,0;-20,0;-18,0;-14,0;-13,0
32041;19,0;28,0;27,0;25,0;22,0;20,0;18,0;16,0;-1,0;0,0;2,0;6,0;7,0;17,0;16,0;14,0;11,0;9,0;7,0;5,0;-12,0;-11,0;-9,0;-5,0;-4,0
32042;19,0;29,0;28,0;26,0;23,0;21,0;19,0;17,0;0,0;1,0;3,0;7,0;8,0;1,0;0,0;-2,0;-5,0;-7,0;-9,0;-11,0;-28,0;-27,0;-25,0;-21,0;-20,0
32043;19,0;17,0;16,0;14,0;11,0;9,0;7,0;5,0;-12,0;-11,0;-9,0;-5,0;-4,0;17,0;16,0;14,0;11,0;9,0;7,0;5,0;-12,0;-11,0;-9,0;-5,0;-4,0
32044;19,0;22,0;21,0;19,0;16,0;14,0;12,0;10,0;-7,0;-6,0;-4,0;0,0;1,0;12,0;11,0;9,0;6,0;4,0;2,0;0,0;-17,0;-16,0;-14,0;-10,0;-9,0
32045;18,5;3,0;2,0;0,0;-3,0;-5,0;-7,0;-9,0;-26,0;-25,0;-23,0;-19,0;-18,0;16,0;15,0;13,0;11,0;10,0;8,0;6,0;-10,0;-10,0;-7,0;-4,0;-3,0
32046;19,5;18,0;17,0;15,0;12,0;10,0;8,0;6,0;-11,0;-10,0;-8,0;-4,0;-3,0;20,0;19,0;14,0;12,0;11,0;7,0;5,0;-12,0;-9,0;-8,0;-5,0;-3,0
32047;20,0;0,0;-1,0;-6,0;-8,0;-9,0;-13,0;-15,0;-32,0;-29,0;-28,0;-25,0;-23,0;6,0;5,0;0,0;-2,0;-3,0;-7,0;-9,0;-26,0;-23,0;-22,0;-19,0;-17,0
32048;20,0;29,0;28,0;23,0;21,0;20,0;16,0;14,0;-3,0;0,0;1,0;4,0;6,0;15,0;14,0;9,0;7,0;6,0;2,0;0,0;-17,0;-14,0;-13,0;-10,0;-8,0
32049;20,0;20,0;19,0;14,0;12,0;11,0;7,0;5,0;-12,0;-9,0;-8,0;-5,0;-3,0;8,0;7,0;2,0;0,0;-1,0;-5,0;-7,0;-24,0;-21,0;-20,0;-17,0;-15,0
32050;20,0;19,0;18,0;13,0;11,0;10,0;6,0;4,0;-13,0;-10,0;-9,0;-6,0;-4,0;25,0;24,0;19,0;17,0;16,0;12,0;10,0;-7,0;-4,0;-3,0;0,0;2,0
32051;20,0;17,0;16,0;11,0;9,0;8,0;4,0;2,0;-15,0;-12,0;-11,0;-8,0;-6,0;15,0;14,0;9,0;7,0;6,0;2,0;0,0;-17,0;-14,0;-13,0;-10,0;-8,0
32052;20,0;28,0;27,0;22,0;20,0;19,0;15,0;13,0;-4,0;-1,0;0,0;3,0;5,0;9,0;8,0;3,0;1,0;0,0;-4,0;-6,0;-23,0;-20,0;-19,0;-16,0;-14,0
32053;20,0;1,0;0,0;-5,0;-7,0;-8,0;-12,0;-14,0;-31,0;-28,0;-27,0;-24,0;-22,0;21,0;20,0;15,0;13,0;12,0;8,0;6,0;-11,0;-8,0;-7,0;-4,0;-2,0
32054;20,0;17,0;16,0;11,0;9,0;8,0;4,0;2,0;-15,0;-12,0;-11,0;-8,0;-6,0;32,0;31,0;26,0;24,0;23,0;19,0;17,0;0,0;3,0;4,0;7,0;9,0
32055;19,5;10,0;9,0;7,0;4,0;2,0;0,0;-2,0;-19,0;-18,0;-16,0;-12,0;-11,0;23,0;22,0;17,0;15,0;14,0;10,0;8,0;-9,0;-6,0;-5,0;-2,0;0,0
32056;20,5;19,0;17,0;15,0;13,0;10,0;8,0;4,0;-14,0;-10,0;-10,0;-6,0;-4,0;13,0;12,0;7,0;5,0;4,0;0,0;-2,0;-19,0;-16,0;-15,0;-12,0;-10,0
32057;21,0;9,0;7,0;5,0;3,0;0,0;-2,0;-6,0;-24,0;-20,0;-20,0;-16,0;-14,0;17,0;15,0;13,0;11,0;8,0;6,0;2,0;-16,0;-12,0;-12,0;-8,0;-6,0
32058;21,0;6,0;4,0;2,0;0,0;-3,0;-5,0;-9,0;-27,0;-23,0;-23,0;-19,0;-17,0;2,0;0,0;-2,0;-4,0;-7,0;-9,0;-13,0;-31,0;-27,0;-27,0;-23,0;-21,0
32059;21,0;15,0;13,0;11,0;9,0;6,0;4,0;0,0;-18,0;-14,0;-14,0;-10,0;-8,0;29,0;27,0;25,0;23,0;20,0;18,0;14,0;-4,0;0,0;0,0;4,0;6,0
32060;21,0;4,0;2,0;0,0;-2,0;-5,0;-7,0;-11,0;-29,0;-25,0;-25,0;-21,0;-19,0;29,0;27,0;25,0;23,0;20,0;18,0;14,0;-4,0;0,0;0,0;4,0;6,0
32061;21,0;33,0;31,0;29,0;27,0;24,0;22,0;18,0;0,0;4,0;4,0;8,0;10,0;18,0;16,0;14,0;12,0;9,0;7,0;3,0;-15,0;-11,0;-11,0;-7,0;-5,0
32062;21,5;11,0;9,0;7,0;5,0;2,0;0,0;-4,0;-22,0;-18,0;-18,0;-14,0;-12,0;10,0;8,0;5,0;3,0;0,0;-1,0;-5,0;-23,0;-20,0;-19,0;-13,0;-11,0
32063;21,5;19,0;17,0;14,0;12,0;9,0;8,0;4,0;-14,0;-11,0;-10,0;-4,0;-2,0;18,0;16,0;14,0;12,0;9,0;7,0;3,0;-15,0;-11,0;-11,0;-7,0;-5,0
32064;21,5;17,0;15,0;13,0;11,0;8,0;6,0;2,0;-16,0;-12,0;-12,0;-8,0;-6,0;5,0;3,0;0,0;-2,0;-5,0;-6,0;-10,0;-28,0;-25,0;-24,0;-18,0;-16,0
32065;21,5;15,0;13,0;11,0;9,0;6,0;4,0;0,0;-18,0;-14,0;-14,0;-10,0;-8,0;7,0;5,0;2,0;0,0;-3,0;-4,0;-8,0;-26,0;-23,0;-22,0;-16,0;-14,0
32066;21,0;0,0;-2,0;-4,0;-6,0;-9,0;-11,0;-15,0;-33,0;-29,0;-29,0;-25,0;-23,0;25,0;23,0;21,0;19,0;16,0;14,0;10,0;-8,0;-4,0;-4,0;0,0;2,0
32067;21,5;29,0;27,0;24,0;22,0;19,0;18,0;14,0;-4,0;-1,0;0,0;6,0;8,0;23,0;21,0;19,0;17,0;14,0;12,0;8,0;-10,0;-6,0;-6,0;-2,0;0,0
32068;22,0;2,0;0,0;-3,0;-5,0;-8,0;-9,0;-13,0;-31,0;-28,0;-27,0;-21,0;-19,0;15,0;13,0;10,0;8,0;5,0;4,0;0,0;-18,0;-15,0;-14,0;-8,0;-6,0
32069;22,0;33,0;31,0;28,0;26,0;23,0;22,0;18,0;0,0;3,0;4,0;10,0;12,0;19,0;17,0;14,0;12,0;9,0;8,0;4,0;-14,0;-11,0;-10,0;-4,0;-2,0
32070;21,5;15,0;13,0;10,0;8,0;5,0;4,0;0,0;-18,0;-15,0;-14,0;-8,0;-6,0;16,0;14,0;12,0;10,0;7,0;5,0;1,0;-17,0;-13,0;-13,0;-9,0;-7,0
32071;21,0;20,0;19,0;14,0;12,0;11,0;7,0;5,0;-12,0;-9,0;-8,0;-5,0;-3,0;11,0;9,0;6,0;4,0;1,0;0,0;-4,0;-22,0;-19,0;-18,0;-12,0;-10,0
32072;22,5;7,0;5,0;0,0;-1,0;-6,0;-7,0;-8,0;-26,0;-26,0;-24,0;-19,0;-15,0;30,0;28,0;25,0;23,0;20,0;19,0;15,0;-3,0;0,0;1,0;7,0;9,0
32073;23,0;19,0;17,0;12,0;11,0;6,0;5,0;4,0;-14,0;-14,0;-12,0;-7,0;-3,0;18,0;16,0;11,0;10,0;5,0;4,0;3,0;-15,0;-15,0;-13,0;-8,0;-4,0
32074;23,0;8,0;6,0;1,0;0,0;-5,0;-6,0;-7,0;-25,0;-25,0;-23,0;-18,0;-14,0;2,0;0,0;-5,0;-6,0;-11,0;-12,0;-13,0;-31,0;-31,0;-29,0;-24,0;-20,0
32075;22,5;16,0;14,0;11,0;9,0;6,0;5,0;1,0;-17,0;-14,0;-13,0;-7,0;-5,0;31,0;29,0;24,0;23,0;18,0;17,0;16,0;-2,0;-2,0;0,0;5,0;9,0
32076;21,5;18,0;16,0;14,0;12,0;9,0;7,0;3,0;-15,0;-11,0;-11,0;-7,0;-5,0;16,0;14,0;11,0;9,0;6,0;5,0;1,0;-17,0;-14,0;-13,0;-7,0;-5,0
32077;23,0;13,0;11,0;6,0;5,0;0,0;-1,0;-2,0;-20,0;-20,0;-18,0;-13,0;-9,0;33,0;31,0;26,0;25,0;20,0;19,0;18,0;0,0;0,0;2,0;7,0;11,0
32078;23,0;15,0;13,0;8,0;7,0;2,0;1,0;0,0;-18,0;-18,0;-16,0;-11,0;-7,0;22,0;20,0;15,0;14,0;9,0;8,0;7,0;-11,0;-11,0;-9,0;-4,0;0,0
32079;22,5;23,0;21,0;18,0;16,0;13,0;12,0;8,0;-10,0;-7,0;-6,0;0,0;2,0;14,0;12,0;7,0;6,0;1,0;0,0;-1,0;-19,0;-19,0;-17,0;-12,0;-8,0
32080;23,0;16,0;14,0;9,0;8,0;3,0;2,0;1,0;-17,0;-17,0;-15,0;-10,0;-6,0;19,0;17,0;12,0;11,0;6,0;5,0;4,0;-14,0;-14,0;-12,0;-7,0;-3,0
32081;22,0;18,0;16,0;13,0;11,0;8,0;7,0;3,0;-15,0;-12,0;-11,0;-5,0;-3,0;0,0;-2,0;-5,0;-7,0;-10,0;-11,0;-15,0;-33,0;-30,0;-29,0;-23,0;-21,0
32082;23,0;18,0;16,0;13,0;11,0;8,0;7,0;3,0;-15,0;-12,0;-11,0;-5,0;-3,0;13,0;13,0;5,0;5,0;1,0;0,0;-1,0;-21,0;-20,0;-16,0;-14,0;-9,0
32083;23,0;14,0;14,0;6,0;6,0;2,0;1,0;0,0;-20,0;-19,0;-15,0;-13,0;-8,0;21,0;19,0;16,0;14,0;11,0;10,0;6,0;-12,0;-9,0;-8,0;-2,0;0,0
32084;22,5;0,0;-2,0;-7,0;-8,0;-13,0;-14,0;-15,0;-33,0;-33,0;-31,0;-26,0;-22,0;19,0;17,0;14,0;12,0;9,0;8,0;4,0;-14,0;-11,0;-10,0;-4,0;-2,0
32085;23,5;33,0;31,0;26,0;25,0;20,0;19,0;18,0;0,0;0,0;2,0;7,0;11,0;0,0;0,0;-8,0;-8,0;-12,0;-13,0;-14,0;-34,0;-33,0;-29,0;-27,0;-22,0
32086;24,0;20,0;20,0;12,0;12,0;8,0;7,0;6,0;-14,0;-13,0;-9,0;-7,0;-2,0;20,0;20,0;12,0;12,0;8,0;7,0;6,0;-14,0;-13,0;-9,0;-7,0;-2,0
32087;23,5;29,0;29,0;21,0;21,0;17,0;16,0;15,0;-5,0;-4,0;0,0;2,0;7,0;26,0;24,0;19,0;18,0;13,0;12,0;11,0;-7,0;-7,0;-5,0;0,0;4,0
32088;24,0;33,0;33,0;25,0;25,0;21,0;20,0;19,0;-1,0;0,0;4,0;6,0;11,0;16,0;16,0;8,0;8,0;4,0;3,0;2,0;-18,0;-17,0;-13,0;-11,0;-6,0
32089;24,0;16,0;16,0;8,0;8,0;4,0;3,0;2,0;-18,0;-17,0;-13,0;-11,0;-6,0;8,0;8,0;0,0;0,0;-4,0;-5,0;-6,0;-26,0;-25,0;-21,0;-19,0;-14,0
32090;23,5;12,0;12,0;4,0;4,0;0,0;-1,0;-2,0;-22,0;-21,0;-17,0;-15,0;-10,0;21,0;19,0;14,0;13,0;8,0;7,0;6,0;-12,0;-12,0;-10,0;-5,0;-1,0
32091;24,0;8,0;8,0;0,0;0,0;-4,0;-5,0;-6,0;-26,0;-25,0;-21,0;-19,0;-14,0;19,0;19,0;11,0;11,0;7,0;6,0;5,0;-15,0;-14,0;-10,0;-8,0;-3,0
32092;23,0;21,0;19,0;14,0;13,0;8,0;7,0;6,0;-12,0;-12,0;-10,0;-5,0;-1,0;21,0;19,0;14,0;13,0;8,0;7,0;6,0;-12,0;-12,0;-10,0;-5,0;-1,0
32093;23,5;27,0;27,0;19,0;19,0;15,0;14,0;13,0;-7,0;-6,0;-2,0;0,0;5,0;19,0;17,0;12,0;11,0;6,0;5,0;4,0;-14,0;-14,0;-12,0;-7,0;-3,0
32094;24,5;20,0;20,0;14,0;14,0;9,0;7,0;6,0;-15,0;-14,0;-7,0;-5,0;-2,0;21,0;21,0;13,0;13,0;9,0;8,0;7,0;-13,0;-12,0;-8,0;-6,0;-1,0
32095;24,5;0,0;0,0;-6,0;-6,0;-11,0;-13,0;-14,0;-35,0;-34,0;-27,0;-25,0;-22,0;0,0;0,0;-8,0;-8,0;-12,0;-13,0;-14,0;-34,0;-33,0;-29,0;-27,0;-22,0
32096;25,0;14,0;14,0;8,0;8,0;3,0;1,0;0,0;-21,0;-20,0;-13,0;-11,0;-8,0;13,0;13,0;7,0;7,0;2,0;0,0;-1,0;-22,0;-21,0;-14,0;-12,0;-9,0
32097;24,5;22,0;22,0;14,0;14,0;10,0;9,0;8,0;-12,0;-11,0;-7,0;-5,0;0,0;6,0;6,0;0,0;0,0;-5,0;-7,0;-8,0;-29,0;-28,0;-21,0;-19,0;-16,0
32098;25,0;20,0;20,0;14,0;14,0;9,0;7,0;6,0;-15,0;-14,0;-7,0;-5,0;-2,0;27,0;27,0;21,0;21,0;16,0;14,0;13,0;-8,0;-7,0;0,0;2,0;5,0
32099;24,5;17,0;17,0;9,0;9,0;5,0;4,0;3,0;-17,0;-16,0;-12,0;-10,0;-5,0;34,0;34,0;28,0;28,0;23,0;21,0;20,0;-1,0;0,0;7,0;9,0;12,0
32100;24,5;18,0;18,0;12,0;12,0;7,0;5,0;4,0;-17,0;-16,0;-9,0;-7,0;-4,0;34,0;34,0;26,0;26,0;22,0;21,0;20,0;0,0;1,0;5,0;7,0;12,0
32101;24,5;6,0;6,0;0,0;0,0;-5,0;-7,0;-8,0;-29,0;-28,0;-21,0;-19,0;-16,0;22,0;22,0;14,0;14,0;10,0;9,0;8,0;-12,0;-11,0;-7,0;-5,0;0,0
32102;25,0;11,0;11,0;5,0;5,0;0,0;-2,0;-3,0;-24,0;-23,0;-16,0;-14,0;-11,0;15,0;15,0;9,0;9,0;4,0;2,0;1,0;-20,0;-19,0;-12,0;-10,0;-7,0
32103;25,0;25,0;25,0;19,0;19,0;14,0;12,0;11,0;-10,0;-9,0;-2,0;0,0;3,0;17,0;17,0;11,0;11,0;6,0;4,0;3,0;-18,0;-17,0;-10,0;-8,0;-5,0
32104;25,5;0,0;0,0;-6,0;-6,0;-11,0;-13,0;-14,0;-35,0;-34,0;-27,0;-25,0;-22,0;20,0;18,0;14,0;12,0;9,0;4,0;4,0;-17,0;-17,0;-9,0;-5,0;-4,0
32105;26,0;20,0;18,0;14,0;12,0;9,0;4,0;4,0;-17,0;-17,0;-9,0;-5,0;-4,0;0,0;-2,0;-6,0;-8,0;-11,0;-16,0;-16,0;-37,0;-37,0;-29,0;-25,0;-24,0
32106;25,5;20,0;20,0;14,0;14,0;9,0;7,0;6,0;-15,0;-14,0;-7,0;-5,0;-2,0;37,0;35,0;31,0;29,0;26,0;21,0;21,0;0,0;0,0;8,0;12,0;13,0
32107;25,0;20,0;20,0;14,0;14,0;9,0;7,0;6,0;-15,0;-14,0;-7,0;-5,0;-2,0;35,0;35,0;29,0;29,0;24,0;22,0;21,0;0,0;1,0;8,0;10,0;13,0
32108;25,5;17,0;15,0;11,0;9,0;6,0;1,0;1,0;-20,0;-20,0;-12,0;-8,0;-7,0;17,0;17,0;11,0;11,0;6,0;4,0;3,0;-18,0;-17,0;-10,0;-8,0;-5,0
32109;26,0;29,0;27,0;23,0;21,0;18,0;13,0;13,0;-8,0;-8,0;0,0;4,0;5,0;22,0;20,0;16,0;14,0;11,0;6,0;6,0;-15,0;-15,0;-7,0;-3,0;-2,0
32110;25,5;22,0;22,0;16,0;16,0;11,0;9,0;8,0;-13,0;-12,0;-5,0;-3,0;0,0;11,0;9,0;5,0;3,0;0,0;-5,0;-5,0;-26,0;-26,0;-18,0;-14,0;-13,0
