matchId;match;draw;home;away;prediction;label
10144;10144;0,26880784277753184;0,4695872302305864;0,26160492699188165;1;2
10152;10152;0,2749810539201937;0,2521910832985431;0,47282786278126315;2;0
10155;10155;0,2519795806996059;0,4784890127921859;0,2695314065082083;1;0
10183;10183;0,2961621240579985;0,48762222360709623;0,2162156523349051;1;1
10201;10201;0,27467462294725337;0,20486530338474535;0,5204600736680013;2;2
10207;10207;0,28069986559785354;0,48393024416635017;0,2353698902357962;1;1
10243;10243;0,2949082197826219;0,4062403621126128;0,2988514181047654;1;0
10245;10245;0,2675606951820604;0,43689052928002187;0,29554877553791775;1;0
10249;10249;0,2494856584314089;0,398052202527207;0,352462139041384;1;1
10319;10319;0,3082060995099172;0,43128576930241036;0,2605081311876724;1;0
10322;10322;0,31364054174515715;0,26256558577934186;0,42379387247550093;2;2
10348;10348;0,19373861678005747;0,7005145803144228;0,10574680290551976;1;1
10352;10352;0,3066975545702401;0,42893179215462707;0,26437065327513287;1;0
10427;10427;0,2807220355631293;0,5220837669049704;0,19719419753190032;1;1
10437;10437;0,30468160104104336;0,22854301029517282;0,46677538866378393;2;1
10441;10441;0,28748890298081464;0,28788288067836015;0,42462821634082515;2;2
10448;10448;0,26133353110497226;0,4932220529087128;0,24544441598631506;1;2
10454;10454;0,2606106303526064;0,5336406409392621;0,20574872870813146;1;1
10458;10458;0,31338381224551454;0,27021658234648666;0,4163996054079988;2;1
10459;10459;0,27749865416021874;0,5073692409658361;0,21513210487394513;1;1
10493;10493;0,2858743336335053;0,5340438285844916;0,18008183778200307;1;0
10496;10496;0,2228703567702166;0,19234352552805636;0,5847861177017271;2;2
10506;10506;0,3058350670866497;0,2768910966865671;0,4172738362267832;2;2
10511;10511;0,30643918189928937;0,5318133105172868;0,16174750758342402;1;2
10517;10517;0,23254674827322203;0,6426586970619553;0,12479455466482246;1;2
10519;10519;0,27979021156402234;0,47975807121935293;0,24045171721662473;1;1
10866;10866;0,2721266304676938;0,5157670875203093;0,21210628201199688;1;1
10868;10868;0,29399308397917984;0,4416371389994745;0,2643697770213457;1;0
10893;10893;0,29753846083424684;0,4266651894777026;0,27579634968805056;1;0
10920;10920;0,2734042486358163;0,4623770040053509;0,2642187473588328;1;1
10947;10947;0,30345769460838623;0,4383890452004981;0,2581532601911158;1;0
10954;10954;0,29211831529567917;0,289162183066312;0,41871950163800886;2;0
10978;10978;0,272420831748859;0,5381352426498165;0,1894439256013245;1;2
11009;11009;0,26872502565187784;0,38159224012955445;0,3496827342185678;1;1
11031;11031;0,24214751807494786;0,24032176644480932;0,5175307154802428;2;1
11033;11033;0,30278349732990334;0,3124336857766748;0,3847828168934219;2;2
11043;11043;0,27287837057977093;0,48884014597278325;0,2382814834474457;1;0
11051;11051;0,2091737202131246;0,6574468651835806;0,1333794146032947;1;1
